filename,MouseID,Treatmentgroup,status,DPI,organ,well_position,plate,X137.046_0.35
X666_Group3E_142dpi_LA_201_G_D5_P120.mzXML,666,Group3E,Infected,142,LA,D5,P120,0.00374012
X667_Group3E_142dpi_LA_202_G_D6_P120.mzXML,667,Group3E,Infected,142,LA,D6,P120,0.003881204
X668_Group3E_142dpi_LA_203_G_D7_P120.mzXML,668,Group3E,Infected,142,LA,D7,P120,0.005901692
X669_Group3E_142dpi_LA_204_G_D8_P120.mzXML,669,Group3E,Infected,142,LA,D8,P120,0.005974861
X670_Group3E_142dpi_LA_205_G_D9_P120.mzXML,670,Group3E,Infected,142,LA,D9,P120,0.004992384
X751_Group3E_142dpi_LA_226_G_F6_P120.mzXML,751,Group3E,Infected,142,LA,F6,P120,0.004569991
X752_Group3E_142dpi_LA_227_G_F7_P120.mzXML,752,Group3E,Infected,142,LA,F7,P120,0.011810724
X753_Group3E_142dpi_LA_228_G_F8_P120.mzXML,753,Group3E,Infected,142,LA,F8,P120,0.007028683
X754_Group3E_142dpi_LA_229_G_F9_P120.mzXML,754,Group3E,Infected,142,LA,F9,P120,0.014566291
X755_Group3E_142dpi_LA_230_G_F10_P120.mzXML,755,Group3E,Infected,142,LA,F10,P120,0.005459466
