filename,MouseID,Treatmentgroup,DPI,organ,well_position,plate,mass_all
X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML,513,naive,142dpi,RV_top,A3,P136,0.067367986
X514_Group1C_142dpi_LA_164_G_A4_P120.mzXML,514,naive,142dpi,LA,A4,P120,0.132706962
X514_Group1C_142dpi_LV_bottom_164_G_A4_P132.mzXML,514,naive,142dpi,LV_bottom,A4,P132,0.103613052
X514_Group1C_142dpi_LV_top_164_G_A4_P128.mzXML,514,naive,142dpi,LV_top,A4,P128,0.134704197
X514_Group1C_142dpi_RA_164_G_A4_P124.mzXML,514,naive,142dpi,RA,A4,P124,0.083283354
X514_Group1C_142dpi_RV_bottom_164_G_A4_P140.mzXML,514,naive,142dpi,RV_bottom,A4,P140,0.032828251
X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML,514,naive,142dpi,RV_top,A4,P136,0.043447319
X515_Group1C_142dpi_LA_165_G_A5_P120.mzXML,515,naive,142dpi,LA,A5,P120,0.135902051
X515_Group1C_142dpi_LV_bottom_165_G_A5_P132.mzXML,515,naive,142dpi,LV_bottom,A5,P132,0.099298126
X515_Group1C_142dpi_LV_top_165_G_A5_P128.mzXML,515,naive,142dpi,LV_top,A5,P128,0.278301686
X515_Group1C_142dpi_RA_165_G_A5_P124.mzXML,515,naive,142dpi,RA,A5,P124,0.058108341
X515_Group1C_142dpi_RV_bottom_165_G_A5_P140.mzXML,515,naive,142dpi,RV_bottom,A5,P140,0.044061209
X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML,515,naive,142dpi,RV_top,A5,P136,0.097328391
X531_Group1C_142dpi_LA_166_G_A6_P120.mzXML,531,naive,142dpi,LA,A6,P120,0.103259536
X531_Group1C_142dpi_LV_bottom_166_G_A6_P132.mzXML,531,naive,142dpi,LV_bottom,A6,P132,0.08280117
X531_Group1C_142dpi_LV_top_166_G_A6_P128.mzXML,531,naive,142dpi,LV_top,A6,P128,0.251610403
X531_Group1C_142dpi_RA_166_G_A6_P124.mzXML,531,naive,142dpi,RA,A6,P124,0.081079492
X531_Group1C_142dpi_RV_bottom_166_G_A6_P140.mzXML,531,naive,142dpi,RV_bottom,A6,P140,0.034586899
X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML,531,naive,142dpi,RV_top,A6,P136,0.028272396
X532_Group1C_142dpi_LA_167_G_A7_P120.mzXML,532,naive,142dpi,LA,A7,P120,0.101360483
X532_Group1C_142dpi_LV_bottom_167_G_A7_P132.mzXML,532,naive,142dpi,LV_bottom,A7,P132,0.105817249
X532_Group1C_142dpi_LV_top_167_G_A7_P128.mzXML,532,naive,142dpi,LV_top,A7,P128,0.179958243
X532_Group1C_142dpi_RA_167_G_A7_P124.mzXML,532,naive,142dpi,RA,A7,P124,0.063265728
X532_Group1C_142dpi_RV_bottom_167_G_A7_P140.mzXML,532,naive,142dpi,RV_bottom,A7,P140,0.020672146
X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML,532,naive,142dpi,RV_top,A7,P136,0.022537399
X533_Group1C_142dpi_LA_168_G_A8_P120.mzXML,533,naive,142dpi,LA,A8,P120,0.053434204
X533_Group1C_142dpi_LV_bottom_168_G_A8_P132.mzXML,533,naive,142dpi,LV_bottom,A8,P132,0.12138021
X533_Group1C_142dpi_LV_top_168_G_A8_P128.mzXML,533,naive,142dpi,LV_top,A8,P128,0.220421173
X533_Group1C_142dpi_RA_168_G_A8_P124.mzXML,533,naive,142dpi,RA,A8,P124,0.084425174
X533_Group1C_142dpi_RV_bottom_168_G_A8_P140.mzXML,533,naive,142dpi,RV_bottom,A8,P140,0.029909907
X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML,533,naive,142dpi,RV_top,A8,P136,0.021346248
X534_Group1C_142dpi_LA_169_G_A9_P120.mzXML,534,naive,142dpi,LA,A9,P120,0.102005813
X534_Group1C_142dpi_LV_bottom_169_G_A9_P132.mzXML,534,naive,142dpi,LV_bottom,A9,P132,0.090588786
X534_Group1C_142dpi_LV_top_169_G_A9_P128.mzXML,534,naive,142dpi,LV_top,A9,P128,0.137177085
X534_Group1C_142dpi_RA_169_G_A9_P124.mzXML,534,naive,142dpi,RA,A9,P124,0.072543716
X534_Group1C_142dpi_RV_bottom_169_G_A9_P140.mzXML,534,naive,142dpi,RV_bottom,A9,P140,0.044075168
X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML,534,naive,142dpi,RV_top,A9,P136,0.051706511
X535_Group1C_142dpi_LA_170_G_A10_P120.mzXML,535,naive,142dpi,LA,A10,P120,0.067108822
X535_Group1C_142dpi_LV_bottom_170_G_A10_P132.mzXML,535,naive,142dpi,LV_bottom,A10,P132,0.069562967
X535_Group1C_142dpi_LV_top_170_G_A10_P128.mzXML,535,naive,142dpi,LV_top,A10,P128,0.10995653
X535_Group1C_142dpi_RA_170_G_A10_P124.mzXML,535,naive,142dpi,RA,A10,P124,0.058454088
X535_Group1C_142dpi_RV_bottom_170_G_A10_P140.mzXML,535,naive,142dpi,RV_bottom,A10,P140,0.035208398
X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML,535,naive,142dpi,RV_top,A10,P136,0.047993491
X551_Group1C_142dpi_LA_171_G_A11_P120.mzXML,551,naive,142dpi,LA,A11,P120,0.126374064
X551_Group1C_142dpi_LV_bottom_171_G_A11_P132.mzXML,551,naive,142dpi,LV_bottom,A11,P132,0.120931727
X551_Group1C_142dpi_LV_top_171_G_A11_P128.mzXML,551,naive,142dpi,LV_top,A11,P128,0.181986175
X551_Group1C_142dpi_RA_171_G_A11_P124.mzXML,551,naive,142dpi,RA,A11,P124,0.122649157
X551_Group1C_142dpi_RV_bottom_171_G_A11_P140.mzXML,551,naive,142dpi,RV_bottom,A11,P140,0.026258222
X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML,551,naive,142dpi,RV_top,A11,P136,0.016171573
X552_Group1C_142dpi_LA_172_G_A12_P120.mzXML,552,naive,142dpi,LA,A12,P120,0.123973252
X552_Group1C_142dpi_LV_bottom_172_G_A12_P132.mzXML,552,naive,142dpi,LV_bottom,A12,P132,0.119213659
X552_Group1C_142dpi_LV_top_172_G_A12_P128.mzXML,552,naive,142dpi,LV_top,A12,P128,0.137593274
X552_Group1C_142dpi_RA_172_G_A12_P124.mzXML,552,naive,142dpi,RA,A12,P124,0.072543206
X552_Group1C_142dpi_RV_bottom_172_G_A12_P140.mzXML,552,naive,142dpi,RV_bottom,A12,P140,0.053326932
X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML,552,naive,142dpi,RV_top,A12,P136,0.091233547
X553_Group1C_142dpi_LA_173_G_B1_P120.mzXML,553,naive,142dpi,LA,B1,P120,0.157556862
X553_Group1C_142dpi_LV_bottom_173_G_B1_P132.mzXML,553,naive,142dpi,LV_bottom,B1,P132,0.162008177
X553_Group1C_142dpi_LV_top_173_G_B1_P128.mzXML,553,naive,142dpi,LV_top,B1,P128,0.26884149
X553_Group1C_142dpi_RA_173_G_B1_P124.mzXML,553,naive,142dpi,RA,B1,P124,0.061726629
X553_Group1C_142dpi_RV_bottom_173_G_B1_P140.mzXML,553,naive,142dpi,RV_bottom,B1,P140,0.024347513
X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML,553,naive,142dpi,RV_top,B1,P136,0.072807203
X554_Group1C_142dpi_LA_174_G_B2_P120.mzXML,554,naive,142dpi,LA,B2,P120,0.071911089
X554_Group1C_142dpi_LV_bottom_174_G_B2_P132.mzXML,554,naive,142dpi,LV_bottom,B2,P132,0.082306113
X554_Group1C_142dpi_LV_top_174_G_B2_P128.mzXML,554,naive,142dpi,LV_top,B2,P128,0.202546703
X554_Group1C_142dpi_RA_174_G_B2_P124.mzXML,554,naive,142dpi,RA,B2,P124,0.069867506
X554_Group1C_142dpi_RV_bottom_174_G_B2_P140.mzXML,554,naive,142dpi,RV_bottom,B2,P140,0.033538195
X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML,554,naive,142dpi,RV_top,B2,P136,0.062640131
X555_Group1C_142dpi_LA_175_G_B3_P120.mzXML,555,naive,142dpi,LA,B3,P120,0.170061971
X555_Group1C_142dpi_LV_bottom_175_G_B3_P132.mzXML,555,naive,142dpi,LV_bottom,B3,P132,0.114519395
X555_Group1C_142dpi_LV_top_175_G_B3_P128.mzXML,555,naive,142dpi,LV_top,B3,P128,0.263717593
X555_Group1C_142dpi_RA_175_G_B3_P124.mzXML,555,naive,142dpi,RA,B3,P124,0.083272198
X555_Group1C_142dpi_RV_bottom_175_G_B3_P140.mzXML,555,naive,142dpi,RV_bottom,B3,P140,0.029945674
X555_Group1C_142dpi_RV_top_175_G_B3_P136.mzXML,555,naive,142dpi,RV_top,B3,P136,0.062834672
X581_Group3E_142dpi_LA_176_G_B4_P120.mzXML,581,infected,142dpi,LA,B4,P120,0.157839676
X581_Group3E_142dpi_LV_bottom_176_G_B4_P132.mzXML,581,infected,142dpi,LV_bottom,B4,P132,0.126935808
X581_Group3E_142dpi_LV_top_176_G_B4_P128.mzXML,581,infected,142dpi,LV_top,B4,P128,0.250238287
X581_Group3E_142dpi_RA_176_G_B4_P124.mzXML,581,infected,142dpi,RA,B4,P124,0.122259573
X581_Group3E_142dpi_RV_bottom_176_G_B4_P140.mzXML,581,infected,142dpi,RV_bottom,B4,P140,0.025790015
X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML,581,infected,142dpi,RV_top,B4,P136,0.051759872
X582_Group3E_142dpi_LA_177_G_B5_P120.mzXML,582,infected,142dpi,LA,B5,P120,0.129313705
X582_Group3E_142dpi_LV_bottom_177_G_B5_P132.mzXML,582,infected,142dpi,LV_bottom,B5,P132,0.123459522
X582_Group3E_142dpi_LV_top_177_G_B5_P128.mzXML,582,infected,142dpi,LV_top,B5,P128,0.186328093
X582_Group3E_142dpi_RA_177_G_B5_P124.mzXML,582,infected,142dpi,RA,B5,P124,0.17303889
X582_Group3E_142dpi_RV_bottom_177_G_B5_P140.mzXML,582,infected,142dpi,RV_bottom,B5,P140,0.023827059
X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML,582,infected,142dpi,RV_top,B5,P136,0.049869735
X583_Group3E_142dpi_LA_178_G_B6_P120.mzXML,583,infected,142dpi,LA,B6,P120,0.131920697
X583_Group3E_142dpi_LV_bottom_178_G_B6_P132.mzXML,583,infected,142dpi,LV_bottom,B6,P132,0.106232309
X583_Group3E_142dpi_LV_top_178_G_B6_P128.mzXML,583,infected,142dpi,LV_top,B6,P128,0.269807037
X583_Group3E_142dpi_RA_178_G_B6_P124.mzXML,583,infected,142dpi,RA,B6,P124,0.055561845
X583_Group3E_142dpi_RV_bottom_178_G_B6_P140.mzXML,583,infected,142dpi,RV_bottom,B6,P140,0.019532369
X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML,583,infected,142dpi,RV_top,B6,P136,0.039837349
X584_Group3E_142dpi_LA_179_G_B7_P120.mzXML,584,infected,142dpi,LA,B7,P120,0.121368732
X584_Group3E_142dpi_LV_bottom_179_G_B7_P132.mzXML,584,infected,142dpi,LV_bottom,B7,P132,0.084865014
X584_Group3E_142dpi_LV_top_179_G_B7_P128.mzXML,584,infected,142dpi,LV_top,B7,P128,0.100003987
X584_Group3E_142dpi_RA_179_G_B7_P124.mzXML,584,infected,142dpi,RA,B7,P124,0.096372341
X584_Group3E_142dpi_RV_bottom_179_G_B7_P140.mzXML,584,infected,142dpi,RV_bottom,B7,P140,0.027821231
X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML,584,infected,142dpi,RV_top,B7,P136,0.031456731
X585_Group3E_142dpi_LA_180_G_B8_P120.mzXML,585,infected,142dpi,LA,B8,P120,0.072189202
X585_Group3E_142dpi_LV_bottom_180_G_B8_P132.mzXML,585,infected,142dpi,LV_bottom,B8,P132,0.095666644
X585_Group3E_142dpi_LV_top_180_G_B8_P128.mzXML,585,infected,142dpi,LV_top,B8,P128,0.184915694
X585_Group3E_142dpi_RA_180_G_B8_P124.mzXML,585,infected,142dpi,RA,B8,P124,0.164346049
X585_Group3E_142dpi_RV_bottom_180_G_B8_P140.mzXML,585,infected,142dpi,RV_bottom,B8,P140,0.030368541
X585_Group3E_142dpi_RV_top_180_G_B8_P136.mzXML,585,infected,142dpi,RV_top,B8,P136,0.017773719
X611_Group9_142dpi_LA_181_G_B9_P120.mzXML,611,combo,142dpi,LA,B9,P120,0.106537641
X611_Group9_142dpi_LV_bottom_181_G_B9_P132.mzXML,611,combo,142dpi,LV_bottom,B9,P132,0.076478332
X611_Group9_142dpi_LV_top_181_G_B9_P128.mzXML,611,combo,142dpi,LV_top,B9,P128,0.178921797
X611_Group9_142dpi_RA_181_G_B9_P124.mzXML,611,combo,142dpi,RA,B9,P124,0.054683179
X611_Group9_142dpi_RV_bottom_181_G_B9_P140.mzXML,611,combo,142dpi,RV_bottom,B9,P140,0.025949527
X611_Group9_142dpi_RV_top_181_G_B9_P136.mzXML,611,combo,142dpi,RV_top,B9,P136,0.034200534
X612_Group9_142dpi_LA_182_G_B10_P120.mzXML,612,combo,142dpi,LA,B10,P120,0.086837003
X612_Group9_142dpi_LV_bottom_182_G_B10_P132.mzXML,612,combo,142dpi,LV_bottom,B10,P132,0.053281676
X612_Group9_142dpi_LV_top_182_G_B10_P128.mzXML,612,combo,142dpi,LV_top,B10,P128,0.105179424
X612_Group9_142dpi_RA_182_G_B10_P124.mzXML,612,combo,142dpi,RA,B10,P124,0.085794414
X612_Group9_142dpi_RV_bottom_182_G_B10_P140.mzXML,612,combo,142dpi,RV_bottom,B10,P140,0.015117711
X612_Group9_142dpi_RV_top_182_G_B10_P136.mzXML,612,combo,142dpi,RV_top,B10,P136,0.033491077
X613_Group9_142dpi_LA_183_G_B11_P120.mzXML,613,combo,142dpi,LA,B11,P120,0.055870118
X613_Group9_142dpi_LV_bottom_183_G_B11_P132.mzXML,613,combo,142dpi,LV_bottom,B11,P132,0.114823369
X613_Group9_142dpi_LV_top_183_G_B11_P128.mzXML,613,combo,142dpi,LV_top,B11,P128,0.202554631
X613_Group9_142dpi_RA_183_G_B11_P124.mzXML,613,combo,142dpi,RA,B11,P124,0.127477445
X613_Group9_142dpi_RV_bottom_183_G_B11_P140.mzXML,613,combo,142dpi,RV_bottom,B11,P140,0.027143018
X613_Group9_142dpi_RV_top_183_G_B11_P136.mzXML,613,combo,142dpi,RV_top,B11,P136,0.042764939
X614_Group9_142dpi_LA_184_G_B12_P120.mzXML,614,combo,142dpi,LA,B12,P120,0.11934945
X614_Group9_142dpi_LV_bottom_184_G_B12_P132.mzXML,614,combo,142dpi,LV_bottom,B12,P132,0.14615775
X614_Group9_142dpi_LV_top_184_G_B12_P128.mzXML,614,combo,142dpi,LV_top,B12,P128,0.157062607
X614_Group9_142dpi_RA_184_G_B12_P124.mzXML,614,combo,142dpi,RA,B12,P124,0.100789218
X614_Group9_142dpi_RV_bottom_184_G_B12_P140.mzXML,614,combo,142dpi,RV_bottom,B12,P140,0.026341216
X614_Group9_142dpi_RV_top_184_G_B12_P136.mzXML,614,combo,142dpi,RV_top,B12,P136,0.082047838
X615_Group9_142dpi_LA_185_G_C1_P120.mzXML,615,combo,142dpi,LA,C1,P120,0.127556005
X615_Group9_142dpi_LV_bottom_185_G_C1_P132.mzXML,615,combo,142dpi,LV_bottom,C1,P132,0.094021047
X615_Group9_142dpi_LV_top_185_G_C1_P128.mzXML,615,combo,142dpi,LV_top,C1,P128,0.259657711
X615_Group9_142dpi_RA_185_G_C1_P124.mzXML,615,combo,142dpi,RA,C1,P124,0.055150872
X615_Group9_142dpi_RV_bottom_185_G_C1_P140.mzXML,615,combo,142dpi,RV_bottom,C1,P140,0.035225514
X615_Group9_142dpi_RV_top_185_G_C1_P136.mzXML,615,combo,142dpi,RV_top,C1,P136,0.055085674
X631_Group15_142dpi_LA_191_G_C7_P120.mzXML,631,BNZ,142dpi,LA,C7,P120,0.142186098
X631_Group15_142dpi_LV_bottom_191_G_C7_P132.mzXML,631,BNZ,142dpi,LV_bottom,C7,P132,0.103329626
X631_Group15_142dpi_LV_top_191_G_C7_P128.mzXML,631,BNZ,142dpi,LV_top,C7,P128,0.120560361
X631_Group15_142dpi_RA_191_G_C7_P124.mzXML,631,BNZ,142dpi,RA,C7,P124,0.088620026
X631_Group15_142dpi_RV_bottom_191_G_C7_P140.mzXML,631,BNZ,142dpi,RV_bottom,C7,P140,0.013815333
X631_Group15_142dpi_RV_top_191_G_C7_P136.mzXML,631,BNZ,142dpi,RV_top,C7,P136,0.034749158
X632_Group15_142dpi_LA_192_G_C8_P120.mzXML,632,BNZ,142dpi,LA,C8,P120,0.067449478
X632_Group15_142dpi_LV_bottom_192_G_C8_P132.mzXML,632,BNZ,142dpi,LV_bottom,C8,P132,0.092784825
X632_Group15_142dpi_LV_top_192_G_C8_P128.mzXML,632,BNZ,142dpi,LV_top,C8,P128,0.158652065
X632_Group15_142dpi_RA_192_G_C8_P124.mzXML,632,BNZ,142dpi,RA,C8,P124,0.0765246
X632_Group15_142dpi_RV_bottom_192_G_C8_P140.mzXML,632,BNZ,142dpi,RV_bottom,C8,P140,0.0209412
X632_Group15_142dpi_RV_top_192_G_C8_P136.mzXML,632,BNZ,142dpi,RV_top,C8,P136,0.021535777
X633_Group15_142dpi_LA_193_G_C9_P120.mzXML,633,BNZ,142dpi,LA,C9,P120,0.037490127
X633_Group15_142dpi_LV_bottom_193_G_C9_P132.mzXML,633,BNZ,142dpi,LV_bottom,C9,P132,0.102690814
X633_Group15_142dpi_LV_top_193_G_C9_P128.mzXML,633,BNZ,142dpi,LV_top,C9,P128,0.17012601
X633_Group15_142dpi_RA_193_G_C9_P124.mzXML,633,BNZ,142dpi,RA,C9,P124,0.145384586
X633_Group15_142dpi_RV_bottom_193_G_C9_P140.mzXML,633,BNZ,142dpi,RV_bottom,C9,P140,0.024108888
X633_Group15_142dpi_RV_top_193_G_C9_P136.mzXML,633,BNZ,142dpi,RV_top,C9,P136,0.024694565
X634_Group15_142dpi_LA_194_G_C10_P120.mzXML,634,BNZ,142dpi,LA,C10,P120,0.099496504
X634_Group15_142dpi_LV_bottom_194_G_C10_P132.mzXML,634,BNZ,142dpi,LV_bottom,C10,P132,0.079179793
X634_Group15_142dpi_LV_top_194_G_C10_P128.mzXML,634,BNZ,142dpi,LV_top,C10,P128,0.150850694
X634_Group15_142dpi_RA_194_G_C10_P124.mzXML,634,BNZ,142dpi,RA,C10,P124,0.131396365
X634_Group15_142dpi_RV_bottom_194_G_C10_P140.mzXML,634,BNZ,142dpi,RV_bottom,C10,P140,0.016129219
X634_Group15_142dpi_RV_top_194_G_C10_P136.mzXML,634,BNZ,142dpi,RV_top,C10,P136,0.030521351
X635_Group15_142dpi_LA_195_G_C11_P120.mzXML,635,BNZ,142dpi,LA,C11,P120,0.063704625
X635_Group15_142dpi_LV_bottom_195_G_C11_P132.mzXML,635,BNZ,142dpi,LV_bottom,C11,P132,0.075235176
X635_Group15_142dpi_LV_top_195_G_C11_P128.mzXML,635,BNZ,142dpi,LV_top,C11,P128,0.140442645
X635_Group15_142dpi_RA_195_G_C11_P124.mzXML,635,BNZ,142dpi,RA,C11,P124,0.078442531
X635_Group15_142dpi_RV_bottom_195_G_C11_P140.mzXML,635,BNZ,142dpi,RV_bottom,C11,P140,0.013534806
X635_Group15_142dpi_RV_top_195_G_C11_P136.mzXML,635,BNZ,142dpi,RV_top,C11,P136,0.033012121
X666_Group3E_142dpi_LA_201_G_D5_P120.mzXML,666,infected,142dpi,LA,D5,P120,0.140905838
X666_Group3E_142dpi_LV_bottom_201_G_D5_P132.mzXML,666,infected,142dpi,LV_bottom,D5,P132,0.112557134
X666_Group3E_142dpi_LV_top_201_G_D5_P128.mzXML,666,infected,142dpi,LV_top,D5,P128,0.219386415
X666_Group3E_142dpi_RA_201_G_D5_P124.mzXML,666,infected,142dpi,RA,D5,P124,0.099487868
X666_Group3E_142dpi_RV_bottom_201_G_D5_P140.mzXML,666,infected,142dpi,RV_bottom,D5,P140,0.020101991
X666_Group3E_142dpi_RV_top_201_G_D5_P136.mzXML,666,infected,142dpi,RV_top,D5,P136,0.049546236
X667_Group3E_142dpi_LA_202_G_D6_P120.mzXML,667,infected,142dpi,LA,D6,P120,0.127439753
X667_Group3E_142dpi_LV_bottom_202_G_D6_P132.mzXML,667,infected,142dpi,LV_bottom,D6,P132,0.084058572
X667_Group3E_142dpi_LV_top_202_G_D6_P128.mzXML,667,infected,142dpi,LV_top,D6,P128,0.230901164
X667_Group3E_142dpi_RA_202_G_D6_P124.mzXML,667,infected,142dpi,RA,D6,P124,0.07012181
X667_Group3E_142dpi_RV_bottom_202_G_D6_P140.mzXML,667,infected,142dpi,RV_bottom,D6,P140,0.018150407
X667_Group3E_142dpi_RV_top_202_G_D6_P136.mzXML,667,infected,142dpi,RV_top,D6,P136,0.051249331
X668_Group3E_142dpi_LA_203_G_D7_P120.mzXML,668,infected,142dpi,LA,D7,P120,0.148643317
X668_Group3E_142dpi_LV_bottom_203_G_D7_P132.mzXML,668,infected,142dpi,LV_bottom,D7,P132,0.082886627
X668_Group3E_142dpi_LV_top_203_G_D7_P128.mzXML,668,infected,142dpi,LV_top,D7,P128,0.151345232
X668_Group3E_142dpi_RA_203_G_D7_P124.mzXML,668,infected,142dpi,RA,D7,P124,0.075234828
X668_Group3E_142dpi_RV_bottom_203_G_D7_P140.mzXML,668,infected,142dpi,RV_bottom,D7,P140,0.021714353
X668_Group3E_142dpi_RV_top_203_G_D7_P136.mzXML,668,infected,142dpi,RV_top,D7,P136,0.046249757
X669_Group3E_142dpi_LA_204_G_D8_P120.mzXML,669,infected,142dpi,LA,D8,P120,0.155787262
X669_Group3E_142dpi_LV_bottom_204_G_D8_P132.mzXML,669,infected,142dpi,LV_bottom,D8,P132,0.085028021
X669_Group3E_142dpi_LV_top_204_G_D8_P128.mzXML,669,infected,142dpi,LV_top,D8,P128,0.126189689
X669_Group3E_142dpi_RA_204_G_D8_P124.mzXML,669,infected,142dpi,RA,D8,P124,0.061319435
X669_Group3E_142dpi_RV_bottom_204_G_D8_P140.mzXML,669,infected,142dpi,RV_bottom,D8,P140,0.016318722
X669_Group3E_142dpi_RV_top_204_G_D8_P136.mzXML,669,infected,142dpi,RV_top,D8,P136,0.068442572
X670_Group3E_142dpi_LA_205_G_D9_P120.mzXML,670,infected,142dpi,LA,D9,P120,0.109557679
X670_Group3E_142dpi_LV_bottom_205_G_D9_P132.mzXML,670,infected,142dpi,LV_bottom,D9,P132,0.100054084
X670_Group3E_142dpi_LV_top_205_G_D9_P128.mzXML,670,infected,142dpi,LV_top,D9,P128,0.045056944
X670_Group3E_142dpi_RA_205_G_D9_P124.mzXML,670,infected,142dpi,RA,D9,P124,0.072262322
X670_Group3E_142dpi_RV_bottom_205_G_D9_P140.mzXML,670,infected,142dpi,RV_bottom,D9,P140,0.019319385
X670_Group3E_142dpi_RV_top_205_G_D9_P136.mzXML,670,infected,142dpi,RV_top,D9,P136,0.034441407
X696_Group9_142dpi_LA_206_G_D10_P120.mzXML,696,combo,142dpi,LA,D10,P120,0.045552129
X696_Group9_142dpi_LV_bottom_206_G_D10_P132.mzXML,696,combo,142dpi,LV_bottom,D10,P132,0.068354391
X696_Group9_142dpi_LV_top_206_G_D10_P128.mzXML,696,combo,142dpi,LV_top,D10,P128,0.127654278
X696_Group9_142dpi_RA_206_G_D10_P124.mzXML,696,combo,142dpi,RA,D10,P124,0.079700709
X696_Group9_142dpi_RV_bottom_206_G_D10_P140.mzXML,696,combo,142dpi,RV_bottom,D10,P140,0.016713659
X696_Group9_142dpi_RV_top_206_G_D10_P136.mzXML,696,combo,142dpi,RV_top,D10,P136,0.038963402
X697_Group9_142dpi_LA_207_G_D11_P120.mzXML,697,combo,142dpi,LA,D11,P120,0.040983571
X697_Group9_142dpi_LV_bottom_207_G_D11_P132.mzXML,697,combo,142dpi,LV_bottom,D11,P132,0.093063542
X697_Group9_142dpi_LV_top_207_G_D11_P128.mzXML,697,combo,142dpi,LV_top,D11,P128,0.130275949
X697_Group9_142dpi_RA_207_G_D11_P124.mzXML,697,combo,142dpi,RA,D11,P124,0.096555795
X697_Group9_142dpi_RV_bottom_207_G_D11_P140.mzXML,697,combo,142dpi,RV_bottom,D11,P140,0.019916323
X697_Group9_142dpi_RV_top_207_G_D11_P136.mzXML,697,combo,142dpi,RV_top,D11,P136,0.031063169
X698_Group9_142dpi_LA_208_G_D12_P120.mzXML,698,combo,142dpi,LA,D12,P120,0.120044827
X698_Group9_142dpi_LV_bottom_208_G_D12_P132.mzXML,698,combo,142dpi,LV_bottom,D12,P132,0.070305064
X698_Group9_142dpi_LV_top_208_G_D12_P128.mzXML,698,combo,142dpi,LV_top,D12,P128,0.116477817
X698_Group9_142dpi_RA_208_G_D12_P124.mzXML,698,combo,142dpi,RA,D12,P124,0.149899513
X698_Group9_142dpi_RV_bottom_208_G_D12_P140.mzXML,698,combo,142dpi,RV_bottom,D12,P140,0.015684747
X698_Group9_142dpi_RV_top_208_G_D12_P136.mzXML,698,combo,142dpi,RV_top,D12,P136,0.028376008
X699_Group9_142dpi_LA_209_G_E1_P120.mzXML,699,combo,142dpi,LA,E1,P120,0.196231629
X699_Group9_142dpi_LV_bottom_209_G_E1_P132.mzXML,699,combo,142dpi,LV_bottom,E1,P132,0.146602634
X699_Group9_142dpi_LV_top_209_G_E1_P128.mzXML,699,combo,142dpi,LV_top,E1,P128,0.260566555
X699_Group9_142dpi_RA_209_G_E1_P124.mzXML,699,combo,142dpi,RA,E1,P124,0.124554162
