"filename","LA_50DPI","RA_50DPI","LVT_50DPI","LVB_50DPI","RVT_50DPI","RVB_50DPI"
"X333.063_2.524",0.008412717,0.573708011,0.530755686,0.200367414,0.563736722,0.554843241
"X594.377_3",0.49290002,0.573708011,0.592289866,0.466014139,0.823098114,0.554843241
"X282.279_3.26",0.675459052,0.414680785,0.584221725,0.650255913,NA,0.554843241
"X285.133_2.768",0.005307045,1,0.003101848,0.002053251,0.333427698,0.554843241
"X790.38_2.768",0.006890719,0.844418944,0.00114719,0.002153384,0.209645993,0.554843241
"X417.337_3.233",1,NA,NA,NA,0.563736722,NA
"X582.341_3.046",0.006890719,0.173296754,0.530755686,0.009697395,0.452997265,0.30243314
"X622.409_3.109",0.074144972,0.962085395,0.831040745,0.466014139,0.563736722,0.955966863
"X100.076_2.546",0.529773741,0.573708011,0.472988654,0.167234601,1,0.554843241
"X366.373_3.699",0.703549657,0.573708011,0.530755686,0.82006297,0.563736722,0.554843241
"X401.342_3.422",0.191007518,0.573708011,0.906056238,0.176411634,0.563736722,0.803722291
"X340.357_3.733",0.174206905,1,0.5362811,0.466014139,NA,NA
"X636.388_2.978",0.376686062,0.573708011,0.472988654,0.02236111,0.956824645,0.554843241
"X214.181_2.634",0.697244551,0.742190114,0.380227856,0.252380996,0.333427698,0.554843241
"X198.15_2.471",0.49290002,0.662372293,0.64636433,0.481829419,0.956824645,0.653474359
"X132.102_0.307",0.528258898,0.573708011,0.018699028,0.009809849,0.346690469,0.554843241
"X113.964_6.456",0.311718689,0.573708011,0.530755686,0.511642858,0.823098114,NA
"X678.478_3.062",1,0.573708011,NA,NA,NA,NA
"X110.021_5.953",0.468166056,0.921374217,0.697341646,0.629916041,0.737980824,0.736255187
"X369.352_3.849",0.722883179,0.573708011,0.530755686,0.168966043,0.563736722,1
"X369.17_2.767",0.003193531,0.787381654,0.00114719,0.002052751,0.209645993,0.554843241
"X568.341_2.887",0.376686062,0.867182222,0.344960159,0.421633499,0.662799573,0.931136883
"X221.111_2.312",1,0.66301854,0.018699028,0.675749293,0.790280028,0.874869152
"X321.315_3.533",0.919853435,0.573708011,0.909190278,0.466014139,1,0.554843241
"X634.453_3.069",0.660416327,0.573708011,NA,0.466014139,NA,NA
"X208.17_3.328",0.701887282,1,0.812348408,0.882110554,0.990547408,0.554843241
"X694.465_3.135",0.048668373,0.742190114,0.397306631,0.475960061,0.957319295,0.554843241
"X216.196_2.567",0.555640952,0.560096508,0.386605988,0.138304729,0.333427698,0.554843241
"X313.077_2.525",0.060803258,0.573708011,0.566139913,0.159186163,0.604681348,0.554843241
"X354.337_3.278",0.258659701,0.573708011,0.883966076,0.221820036,0.771371254,1
"X216.16_2.471",0.360358048,1,0.935648475,0.635097282,0.956824645,1
"X137.046_0.42",0.071349953,0.898204048,1,0.002153384,0.563736722,0.554843241
"X111.092_5.384",0.49290002,0.768068911,0.524958625,0.360456852,0.563736722,0.950551604
"X652.382_2.947",0.1076749,0.573708011,0.311247991,NA,NA,NA
"X520.341_2.89",0.581208359,0.333844275,0.215347292,0.118693587,0.476546733,0.931136883
"X425.136_2.773",0.073904126,1,0.065639385,0.449650175,0.563736722,1
"X795.335_2.768",0.014642936,0.615389739,0.003101848,0.002053251,0.209645993,0.554843241
"X280.263_3.169",0.066126144,0.573708011,0.334338115,NA,NA,NA
"X256.264_3.225",0.528258898,0.573708011,0.472988654,0.466014139,0.471936502,0.938403076
"X198.186_3.331",0.816012733,1,0.697341646,0.990995911,1,0.554843241
"X113.964_6.627",0.733846598,0.573708011,0.627119537,0.530042466,0.563736722,NA
"X111.092_5.093",0.107790125,0.600656898,0.145869615,0.975989948,0.563736722,0.873609297
"X256.227_2.847",0.120709938,0.573708011,0.472988654,0.466014139,0.452997265,0.554843241
"X295.227_3.017",0.258659701,0.573708011,0.151725124,0.024202644,0.000378487,0.30243314
"X111.092_4.634",0.258659701,0.976445781,0.530755686,NA,0.957319295,0.554843241
"X454.294_2.917",0.975219156,0.648700116,0.179889506,0.360456852,0.956824645,0.554843241
"X122.072_5.438",0.195606318,0.768068911,0.908597198,0.908028358,0.771371254,0.721196944
"X432.238_2.839",0.360358048,1,0.530755686,NA,0.563736722,0.554843241
"X590.427_3.075",1,0.573708011,NA,0.466014139,NA,NA
"X554.31_2.942",0.014642936,0.297814791,0.289524194,0.006012127,0.563736722,0.554843241
"X544.34_2.89",0.49290002,0.768068911,0.228305447,0.355014829,0.563736722,0.792845865
"X103.956_5.525",0.909567976,0.573708011,NA,0.466014139,0.563736722,NA
"X646.408_3.051",0.153229023,0.716719344,0.530755686,0.02523441,0.563736722,0.56659986
"X232.191_2.63",0.859410876,0.573708011,0.234877023,0.370546844,0.020417394,0.165644273
"X308.295_3.285",1,0.838230657,0.584221725,0.742938774,0.563736722,0.554843241
"X524.335_2.977",0.107697029,0.248341282,1,NA,NA,NA
"X680.414_3.051",0.015292883,0.573708011,0.145869615,0.021658869,0.51621466,0.554843241
"X666.433_3.092",0.007745839,0.573708011,0.098301633,0.466014139,NA,0.554843241
"X230.248_2.715",0.49290002,0.466809115,0.787791899,0.690881616,0.370586635,0.554843241
"X678.469_3.244",0.361908068,0.602146018,0.5362811,0.678647891,NA,NA
"X224.084_2.236",0.099505894,0.414680785,0.020760732,0.035484612,0.625901407,0.803722291
"X281.102_2.768",0.003193531,0.573708011,0.190239775,0.317022859,0.471936502,0.554843241
"X526.294_2.877",0.844115447,0.573708011,0.179889506,0.247647063,0.254283969,0.849066641
"X301.285_2.662",0.360358048,0.573708011,0.992219197,0.466014139,0.563736722,0.554843241
"X216.16_3.213",0.49290002,0.573708011,0.566139913,0.723719526,0.906166949,0.684828366
"X375.199_2.868",0.397974504,0.583533771,0.64636433,0.360456852,0.718387725,0.718987117
"X283.118_2.713",1,0.573708011,0.935648475,0.556194965,0.443485041,0.554843241
"X664.419_3.086",0.046741312,0.166046768,0.594251097,0.026960988,0.476546733,0.857824617
"X343.296_2.691",0.781534188,0.573708011,0.43621851,0.794266012,0.563736722,0.746440085
"X608.393_3.002",0.197532474,0.863341355,0.472988654,0.045885407,0.563736722,1
"X550.351_3.01",0.009892143,0.3764131,0.823979501,0.360456852,NA,0.554843241
"X324.29_3.082",0.701887282,0.141566777,0.197292819,0.146524912,0.433299461,0.554843241
"X128.118_5.106",0.49290002,0.750451711,0.380227856,0.466014139,1,NA
"X694.465_3.092",0.524894562,1,NA,NA,NA,NA
"X175.148_2.71",0.49290002,0.573708011,0.530755686,0.481829419,0.563736722,0.554843241
"X278.248_3.1",0.092353264,0.787381654,0.566139913,0.273566244,0.563736722,0.985821902
"X266.173_2.61",0.927931552,0.573708011,0.986035146,0.505992551,0.1432545,0.595631639
"X250.178_2.71",0.581208359,0.573708011,0.380227856,0.334902361,0.563736722,0.822492066
"X198.149_3.205",0.209573095,0.768068911,0.472988654,0.723719526,0.931617328,0.554843241
"X566.346_3.087",0.360358048,0.573708011,0.530755686,0.056445578,0.563736722,0.554843241
"X607.227_2.771",0.040294691,0.573708011,0.179889506,0.635097282,0.771371254,0.554843241
"X385.346_3.54",0.228617853,0.953375617,0.706114035,0.13935798,0.535171356,0.925656802
"X546.401_3.081",0.49290002,0.573708011,NA,NA,NA,NA
"X334.31_3.1",0.360358048,0.573708011,0.322840206,0.466014139,NA,NA
"X650.366_2.938",0.036214543,0.573708011,0.658626603,0.723719526,NA,NA
"X272.222_2.957",0.360358048,0.573708011,0.165142528,0.231128333,0.811252862,0.752428817
"X272.222_2.809",0.92780572,0.573708011,0.530755686,0.475960061,0.563736722,NA
"X340.285_3.14",0.099172081,0.947639501,0.038889808,0.075077088,0.283588421,1
"X734.57_3.377",0.49290002,0.577891753,0.679430662,0.360456852,0.68650764,0.863918293
"X191.143_3.329",0.741582927,0.813996775,1,1,0.771371254,0.560730196
"X570.341_2.875",1,NA,0.380227856,NA,0.333427698,NA
"X622.408_3.044",0.274997074,0.573708011,0.753917029,0.159186163,0.633320653,0.554843241
"X198.185_2.612",1,1,0.426814564,0.466014139,0.563736722,NA
"X113.964_6.749",0.624482997,0.573708011,1,0.965949172,NA,NA
"X173.132_3.332",0.558620396,0.973269374,0.958214537,0.975989948,0.333427698,0.554843241
"X296.258_2.976",0.896130637,0.096290689,0.120751499,0.138372999,NA,0.736255187
"X324.326_3.469",0.660416327,1,0.530755686,0.276692677,NA,0.822492066
"X568.361_2.947",0.030923534,0.792387108,0.36522579,0.039508653,0.811252862,0.949492725
"X319.3_3.156",0.172271396,0.573708011,0.753917029,0.255068732,0.771371254,0.803722291
"X199.989_2.374",0.660416327,0.907486,0.530755686,0.466014139,0.809525888,0.998753758
"X678.471_3.228",0.288483497,0.85854968,0.935648475,0.88007391,0.563736722,0.554843241
"X622.372_2.977",0.030923534,0.904825112,0.530755686,0.009809849,0.576624794,0.773544115
"X334.311_3.335",0.528258898,0.889931621,1,0.990995911,0.563736722,0.903744019
"X480.309_2.951",0.606262894,0.573708011,1,0.231128333,0.109169431,0.849066641
"X502.294_2.879",0.313459148,0.660783974,0.380227856,0.15178902,0.471936502,0.595631639
"X786.601_3.279",0.805866744,0.573708011,0.78858903,0.466014139,1,NA
"X650.402_3.006",0.603178099,0.573708011,0.945487079,NA,NA,NA
"X674.439_3.163",0.011475436,0.573708011,0.482481763,0.021610945,0.151881087,0.554843241
"X184.074_0.312",1,0.573708011,0.472988654,0.822536593,0.333427698,0.554843241
"X113.964_1.584",0.61670403,0.636427893,NA,0.466014139,NA,NA
"X175.148_3.322",0.675459052,0.917411505,0.603782032,1,0.823098114,0.792845865
"X385.346_3.401",0.151392916,0.740355689,0.553725823,0.715799974,NA,0.554843241
"X113.964_1.491",0.55635048,0.573708011,NA,0.466014139,NA,NA
"X636.423_3.105",0.351165486,0.516540293,0.380227856,NA,NA,NA
"X810.557_3.053",0.256216659,NA,NA,NA,NA,NA
"X209.177_3.331",0.585741219,0.708171764,0.787791899,0.360456852,NA,NA
"X387.192_2.843",0.49290002,0.573708011,0.198859851,0.106541212,0.738665989,1
"X113.964_1.63",0.814398188,0.573708011,NA,1,NA,NA
"X474.249_2.887",0.036214543,0.854466512,0.179889506,0.466014139,0.333427698,0.554843241
"X786.601_3.393",0.847500019,0.573708011,0.472988654,0.862382692,0.563736722,1
"X128.118_4.636",0.710313661,0.771607042,0.135790484,0.466014139,0.563736722,NA
"X113.964_1.401",0.838885649,0.75958991,NA,0.466014139,NA,NA
"X678.398_3.039",0.066126144,0.75593308,0.280753301,0.009809849,0.563736722,0.554843241
"X678.432_3.079",0.147953449,0.798827936,NA,NA,NA,NA
"X660.424_3.08",0.099505894,0.894622823,0.695944621,0.077862479,1,0.554843241
"X242.212_3.159",0.847500019,0.466809115,0.640568752,0.466014139,0.209645993,0.803722291
"X694.429_3.054",0.01295671,0.573708011,0.524958625,0.02236111,0.647633592,0.554843241
"X654.332_3.32",0.027931862,0.573708011,0.472988654,1,0.471936502,0.554843241
"X416.337_2.79",0.209037787,0.964558982,0.562404433,0.358710178,0.392602256,0.554843241
"X666.397_2.955",0.1469013,0.577891753,0.126561281,0.466014139,NA,NA
"X414.14_2.772",0.024900788,0.768068911,0.008799511,0.466014139,0.771371254,1
"X400.342_2.89",0.92036133,1,0.472988654,0.466014139,0.695869843,0.554843241
"X212.165_2.546",0.624482997,0.573708011,0.530755686,0.887529897,0.563736722,0.736255187
"X636.424_3.106",0.102265429,0.573708011,0.934452574,0.014511567,0.167654956,0.554843241
"X801.313_2.768",0.031106329,0.573708011,0.179889506,0.167234601,0.314290023,0.554843241
"X991.673_2.928",0.948267458,0.573708011,0.350437561,0.549807474,0.444690697,0.554843241
"X800.313_2.771",0.253897988,0.573708011,0.530755686,0.466014139,1,0.554843241
"X668.413_2.991",0.091927249,0.827159243,0.515135802,0.466014139,0.333427698,0.554843241
"X313.016_2.379",0.49290002,0.742190114,0.85825239,0.466014139,0.903786984,0.554843241
"X538.315_2.977",0.0463198,0.348827155,0.266120004,0.02236111,0.433299461,0.554843241
"X429.191_2.885",0.007723382,0.577891753,0.020935587,0.01938452,0.471936502,0.953961274
"X606.378_3.022",0.099172081,0.957695679,0.380227856,0.02523441,0.563736722,1
"X680.45_3.157",0.704014135,0.573708011,0.472988654,0.645543544,1,1
"X692.414_2.985",0.256216659,0.573708011,0.605022398,0.04000781,0.823098114,0.554843241
"X256.227_3.448",0.358671088,0.573708011,0.530755686,0.875867524,0.754704821,0.803722291
"X1022.625_3.326",0.78567036,0.573708011,1,0.885567437,0.563736722,1
"X254.212_2.739",0.49290002,1,0.767244891,0.466014139,1,0.554843241
"X230.175_2.591",0.836617234,0.573708011,0.957243347,0.635097282,0.954213791,0.803722291
"X180.175_2.611",0.760864545,0.802229433,0.463905028,0.466014139,0.563736722,0.595631639
"X446.218_2.884",0.107790125,0.740355689,0.179889506,0.082421187,0.336994337,1
"X620.393_3.029",0.976570623,0.414680785,1,0.421633499,0.333427698,0.736255187
"X692.412_3.038",0.151392916,0.947639501,NA,NA,NA,NA
"X313.144_3.062",0.120709938,0.702976836,0.777467085,0.374883974,0.906166949,0.803722291
"X152.995_6.215",0.129670433,0.964932641,1,0.757804673,0.990547408,1
"X397.379_3.191",0.256216659,0.3764131,0.822897407,0.723719526,0.650287551,1
"X326.306_3.148",0.611937192,0.573708011,0.380227856,0.466014139,0.563736722,0.822492066
"X790.558_3.336",0.496722308,0.573708011,0.234877023,0.466014139,NA,NA
"X205.017_5.778",0.62742538,0.573708011,0.380227856,0.742938774,0.771371254,0.554843241
"X172.133_3.109",0.256216659,0.573708011,0.697341646,0.360456852,0.471936502,0.773544115
"X158.962_2.362",0.660416327,1,0.776057245,0.360456852,0.471936502,0.554843241
"X460.269_2.772",0.017147341,0.573708011,NA,NA,NA,NA
"X652.383_2.943",0.805866744,0.813995907,0.530755686,0.014999865,0.931617328,1
"X374.303_3.189",0.586541922,0.993577228,0.951575257,0.346399082,0.314290023,0.554843241
"X172.134_2.343",0.135804614,0.573708011,0.329243159,0.360456852,0.563736722,0.554843241
"X670.393_2.893",0.228617853,0.573708011,0.530755686,0.043278566,0.921931597,0.554843241
"X510.356_2.983",0.896130637,0.763855549,0.5362811,0.14098373,0.903786984,0.554843241
"X109.023_5.881",0.527132828,0.573708011,0.710294803,0.750204187,0.738665989,0.554843241
"X242.212_2.78",0.49290002,0.573708011,0.488825772,0.675749293,0.662799573,0.554843241
"X654.398_2.907",0.172271396,1,0.437666597,0.03014953,0.879115018,0.554843241
"X149.082_4.832",0.124566757,0.644622154,0.268491237,0.684581242,0.571338379,0.736255187
"X153.041_0.336",0.49290002,0.573708011,0.766168488,0.975989948,0.550259776,0.96043982
"X254.212_2.792",0.704014135,0.703040363,0.871460606,0.360456852,0.44347993,0.554843241
"X402.358_2.884",0.49290002,0.802229433,0.472988654,0.466014139,0.563736722,1
"X221.06_2.396",0.008412717,0.81680357,0.322840206,0.065058768,0.956824645,0.554843241
"X650.403_3.074",0.006427199,0.119931563,0.090445289,0.009437933,0.563736722,0.554843241
"X476.24_2.164",0.062972951,0.261937535,0.00114719,0.002229629,0.001427911,0.554843241
"X688.455_3.179",0.120484648,1,0.787791899,0.124634782,0.563736722,0.773544115
"X123.079_4.851",0.274997074,0.749420998,0.472988654,0.523838872,1,0.554843241
"X664.382_2.957",0.315591452,0.742190114,1,NA,NA,0.554843241
"X787.668_3.596",0.91884181,0.768068911,0.393370358,1,NA,0.554843241
"X680.413_3.014",0.239145204,0.768068911,0.787791899,1,0.563736722,0.554843241
"X156.011_2.395",0.49290002,1,0.127408685,NA,NA,NA
"X622.372_3.037",0.07075739,0.69113642,0.564930981,0.091897548,0.563736722,0.788413233
"X705.225_2.339",0.273247278,0.573708011,0.029170484,0.01923829,0.956824645,0.736255187
"X166.087_0.522",0.121749552,0.573708011,0.810929063,0.572442654,0.563736722,0.702695172
"X371.327_2.803",0.49290002,0.573708011,0.380227856,0.466014139,NA,0.554843241
"X652.418_3.02",0.120709938,0.601593089,0.472988654,0.626419991,0.563736722,0.554843241
"X676.419_3.043",0.360358048,0.85854968,0.894738125,0.23572724,1,0.373781054
"X682.363_3.329",0.019470252,0.573708011,0.165142528,0.001521668,0.563736722,1
"X141.959_6.151",0.694563071,0.740355689,0.996287556,0.466014139,1,NA
"X153.041_0.412",0.009332344,0.573708011,0.289962795,0.635097282,0.738665989,0.822492066
"X370.332_3.032",0.49290002,0.3764131,0.83142342,0.840103641,0.65673437,0.554843241
"X277.216_3.018",0.331284132,0.573708011,0.016758074,0.036082437,0.004205841,0.406652731
"X306.279_2.989",0.079300635,0.607980849,0.776057245,0.908028358,0.563736722,0.554843241
"X240.196_2.728",0.359779482,0.261937535,0.530755686,0.723719526,NA,NA
"X518.322_2.93",0.446131229,0.573708011,0.472988654,0.73735332,NA,0.897127764
"X475.989_2.164",0.0682258,0.253553158,0.00114719,0.002229629,0.001394174,0.554843241
"X705.141_2.339",0.256216659,0.750451711,0.008460527,0.024202644,0.976962973,0.803722291
"X668.377_2.925",0.741582927,0.573708011,0.530755686,NA,NA,NA
"X596.393_3.06",0.003193531,0.573708011,0.530755686,0.023801146,NA,0.554843241
"X652.418_3.078",0.017591525,0.573708011,0.137945731,0.043278566,0.62393734,0.930221758
"X554.288_2.924",1,1,0.823979501,0.990995911,0.662799573,0.624724399
"X367.336_3.39",0.046741312,0.573708011,0.280740707,0.075077088,0.563736722,0.554843241
"X662.402_3.017",0.025942996,0.573708011,0.104591655,0.678647891,NA,0.554843241
"X676.454_3.145",0.446131229,0.864229922,1,0.167234601,0.738665989,0.554843241
"X440.359_2.985",0.360358048,0.766883096,0.380227856,0.133271817,0.563736722,0.554843241
"X226.081_2.237",0.142998972,0.560096508,0.025746288,0.036082437,0.563736722,0.819426231
"X718.429_3.009",0.059419118,0.865150134,0.347711815,0.063535763,1,0.554843241
"X120.102_0.391",0.37797309,1,0.530755686,1,0.771371254,1
"X142.035_0.315",0.397974504,0.333844275,0.472988654,0.062724087,0.157077589,0.406652731
"X482.361_2.958",0.258659701,1,0.983030584,0.672162367,0.392602256,0.554843241
"X426.358_2.916",0.360358048,0.656079399,0.763329395,1,0.563736722,0.840460582
"X119.049_2.77",0.030923534,0.827159243,0.015374745,0.723719526,0.563736722,0.554843241
"X383.331_3.501",0.356040967,0.573708011,0.472988654,NA,NA,NA
"X245.139_2.376",0.733538135,NA,NA,0.466014139,0.611067276,0.554843241
"X332.218_2.237",0.461294771,0.538184915,0.185414873,NA,NA,NA
"X149.082_4.735",0.86378886,0.802229433,0.809620827,0.905873259,0.563736722,0.554843241
"X566.382_3.018",0.019470252,0.333844275,0.734932694,0.252380996,0.771371254,0.554843241
"X285.217_3.322",0.49290002,0.861258027,0.476852685,0.466014139,1,1
"X638.439_3.025",0.33473204,0.92270416,0.530755686,0.466014139,NA,NA
"X368.316_2.962",0.49290002,0.573708011,0.458415154,0.360456852,0.563736722,1
"X268.227_2.861",0.08735786,0.573708011,0.350437561,0.211430401,0.165942262,0.845795012
"X682.429_3.009",0.218833852,1,0.22495435,0.01300004,0.779406764,0.773544115
"X698.423_2.997",0.331284132,0.802229433,0.234877023,NA,NA,NA
"X158.962_2.581",0.360358048,NA,NA,0.360456852,0.563736722,0.950551604
"X142.948_0.306",0.548488883,1,0.411728281,1,NA,0.863918293
"X254.212_3.447",0.242157239,0.573708011,0.906056238,0.82006297,NA,1
"X289.014_2.395",0.011604099,0.867182222,0.459224987,0.138372999,0.563736722,0.554843241
"X696.445_3.083",0.01034684,0.573708011,0.028360756,0.012542244,0.209645993,0.628116131
"X638.366_2.95",0.026955676,0.802229433,0.472988654,0.015535189,0.563736722,0.554843241
"X776.253_2.398",0.277005278,0.573708011,0.018699028,0.114850841,0.059264171,1
"X311.221_2.932",0.256216659,1,0.025327803,NA,NA,NA
"X732.444_2.968",0.147953449,0.573708011,0.380227856,0.221820036,NA,0.554843241
"X296.146_2.932",0.49290002,0.573708011,0.992219197,0.466014139,1,0.554843241
"X720.445_3.09",0.017147341,0.863441285,0.380227856,0.009809849,0.823098114,0.773544115
"X272.222_3.45",0.540162929,0.573708011,0.530755686,0.466014139,0.563736722,0.554843241
"X293.211_2.931",0.330509007,0.914222904,0.003186753,0.017373366,0.01894751,0.406652731
"X192.125_4.749",0.918794845,0.841753209,0.530755686,NA,0.563736722,0.773544115
"X141.959_1.787",0.665575744,0.901655427,0.472988654,0.475960061,1,NA
"X141.959_1.904",0.856811314,0.573708011,0.266120004,0.779915984,1,NA
"X398.033_0.301",0.070127753,0.417739887,0.051745226,0.635097282,NA,0.554843241
"X230.176_2.586",0.899015082,0.573708011,0.530755686,0.934481487,0.563736722,0.554843241
"X350.305_2.966",0.490118935,0.520918094,0.507017257,NA,NA,NA
"X534.286_3.175",0.011475436,0.756112101,0.380227856,0.320917259,1,0.623885255
"X158.962_2.089",1,0.643709793,0.530755686,0.466014139,0.670819224,0.554843241
"X141.959_1.562",0.660416327,0.573708011,0.823979501,0.649366409,0.563736722,NA
"X771.644_3.333",0.360641395,0.574641742,0.479433252,NA,NA,NA
"X192.125_4.994",0.411094999,0.573708011,0.530755686,0.360456852,NA,0.803722291
"X396.332_2.991",0.360358048,0.573708011,0.5362811,0.360456852,0.563736722,0.554843241
"X594.341_2.975",0.036214543,0.573708011,0.020748296,0.016228452,0.563736722,0.554843241
"X706.464_3.123",0.350635342,0.573708011,NA,NA,0.563736722,0.554843241
"X428.374_2.971",0.941335357,1,0.823979501,0.938150186,1,0.554843241
"X652.419_3.146",0.07415692,0.573708011,0.952002695,0.039508653,0.408370128,1
"X368.316_3.329",0.49290002,0.627138709,0.47969492,0.019554556,NA,0.554843241
"X815.699_3.647",0.49290002,0.573708011,0.530755686,NA,NA,NA
"X141.959_1.379",0.847500019,0.577891753,0.380227856,0.757804673,1,NA
"X502.374_3.089",0.49290002,NA,NA,NA,NA,NA
"X145.979_5.543",0.48198024,0.573708011,NA,0.466014139,NA,NA
"X303.232_3.023",0.863422684,0.573708011,0.942521941,0.078136064,0.159815495,0.554843241
"X141.959_1.2",0.756557016,0.573708011,0.179889506,0.531855414,1,NA
"X720.444_3.034",0.228617853,0.768068911,0.472988654,0.039508653,NA,0.554843241
"X666.397_3.021",0.018142267,1,0.477170693,0.635097282,NA,NA
"X251.037_0.329",0.068569184,0.282979496,0.064671375,NA,NA,0.554843241
"X478.294_2.879",0.446131229,0.573708011,0.986970406,0.014448114,0.028959254,0.792845865
"X141.959_1.295",0.944317517,0.573708011,1,0.360456852,1,NA
"X303.305_3.549",0.360358048,0.573708011,0.380227856,0.466014139,NA,NA
"X114.092_2.075",0.099172081,0.3764131,0.567467236,0.761938079,0.563736722,0.908315991
"X722.496_3.21",0.49290002,NA,NA,NA,NA,NA
"X610.406_3.059",1,0.516540293,NA,NA,NA,NA
"X254.212_3.319",0.790086709,0.648700116,0.710294803,1,0.872254194,0.870367532
"X692.449_3.051",0.011475436,0.573708011,0.472988654,1,NA,NA
"X141.959_1.101",0.996752401,0.573708011,0.49018096,0.466014139,1,NA
"X694.428_3.006",0.052479226,0.956629156,0.165115407,0.635097282,0.563736722,NA
"X632.393_3.152",0.01034684,0.573708011,0.626003264,0.111393882,0.565121596,0.962115223
"X810.601_3.479",0.760864545,0.687043337,0.966349223,0.466014139,0.738665989,0.554843241
