filename,RVT_75DPI
X680.45_3.157,0.127521147
X692.414_2.985,0.479480181
X256.227_3.448,0.646206658
X1022.625_3.326,0.789154327
X254.212_2.739,0.153373279
X230.175_2.591,0.479480181
X180.175_2.611,0.095737311
X446.218_2.884,0.02896759
X620.393_3.029,0.349431239
X692.412_3.038,0.479480181
X313.144_3.062,0.477559053
X152.995_6.215,0.744080558
X397.379_3.191,0.573677035
X326.306_3.148,0.479480181
X205.017_5.778,0.742952488
X158.962_2.362,1
X652.383_2.943,1
X374.303_3.189,0.048265033
X172.134_2.343,0.428268641
X670.393_2.893,0.252208485
X510.356_2.983,0.020926081
X109.023_5.881,0.760468593
X242.212_2.78,0.409073995
X654.398_2.907,0.32420317
X149.082_4.832,0.749824146
X153.041_0.336,0.32420317
X254.212_2.792,0.406161554
X402.358_2.884,1
X221.06_2.396,0.409073995
X650.403_3.074,0.521259983
X476.24_2.164,0.479480181
X688.455_3.179,0.729952025
X123.079_4.851,0.488635865
X622.372_3.037,0.127521147
X705.225_2.339,0.579547802
X166.087_0.522,0.977913486
X652.418_3.02,0.532415269
X676.419_3.043,0.29640315
X682.363_3.329,0.409073995
X153.041_0.412,1
X370.332_3.032,0.503672164
X277.216_3.018,0.349149105
X306.279_2.989,0.342523038
X475.989_2.164,0.479480181
X705.141_2.339,0.255984241
X596.393_3.06,0.479480181
X652.418_3.078,0.453642488
X554.288_2.924,0.095737311
X367.336_3.39,0.964022108
X676.454_3.145,0.849059967
X440.359_2.985,0.546551383
X226.081_2.237,0.409073995
X718.429_3.009,0.479480181
X120.102_0.391,0.598241622
X142.035_0.315,0.742952488
X482.361_2.958,0.019215057
X426.358_2.916,0.479480181
X119.049_2.77,0.801182998
X245.139_2.376,0.548259549
X149.082_4.735,0.409073995
X566.382_3.018,0.968228564
X285.217_3.322,0.479480181
X368.316_2.962,0.657687463
X268.227_2.861,0.229147465
X682.429_3.009,0.862212259
X158.962_2.581,1
X289.014_2.395,0.546551383
X696.445_3.083,1
X638.366_2.95,0.479480181
X776.253_2.398,0.141535245
X296.146_2.932,0.479480181
X720.445_3.09,0.841911781
X272.222_3.45,0.229147465
X293.211_2.931,0.193762342
X192.125_4.749,0.479480181
X398.033_0.301,0.479480181
X230.176_2.586,0.409073995
X238.142_2.469,0.409073995
X534.286_3.175,0.748879206
X158.962_2.089,0.904857666
X192.125_4.994,0.479480181
X396.332_2.991,0.409073995
X594.341_2.975,0.409073995
X428.374_2.971,0.806288922
X652.419_3.146,0.409073995
X303.232_3.023,1
X478.294_2.879,0.479480181
X114.092_2.075,0.88717715
X254.212_3.319,0.827862658
X694.428_3.006,0.884033397
X632.393_3.152,0.686125794
X810.601_3.479,1
X186.15_2.46,0.479480181
X484.385_2.982,0.672196955
X708.409_2.912,0.409073995
X114.092_0.357,1
X150.059_0.3,0.019215057
X776.2_2.398,0.192833416
X245.175_3.33,0.362916318
X352.357_3.617,0.409073995
X819.378_2.399,0.319525329
X120.066_0.596,0.885685022
X108.045_2.395,0.453642488
X138.995_6.301,0.479480181
X307.083_0.407,0.479480181
X114.092_2.178,0.280697183
X245.175_2.611,0.479480181
X114.092_6.756,0.666551227
X125.016_2.257,0.040112247
X114.092_0.768,0.479480181
X620.356_2.913,0.406161554
X212.165_2.546.1,0.914708158
X718.428_2.956,0.229147465
X867.458_2.398,0.16391647
X638.367_3.032,0.409073995
X412.211_2.304,0.409073995
X564.331_3.008,0.928954702
X708.445_3.006,0.187425872
X114.092_1.405,0.409073995
X694.428_2.938,0.189922082
X666.399_2.952,0.866173429
X439.121_2.673,0.954966844
X114.092_1.255,0.914708158
X349.037_2.524,0.834281481
X241.567_2.774,0.479480181
X107.061_4.811,0.940103334
X114.092_1.976,0.914708158
X114.092_1.058,0.163126653
X432.281_2.268,0.229147465
X716.45_3.129,0.151985545
X114.092_1.761,0.280697183
X818.59_3.473,0.479480181
X149.082_4.686,0.910058155
X388.306_2.704,0.479480181
X441.136_2.721,0.479480181
X648.422_3.047,1
X350.305_3.132,0.32420317
X690.434_3.14,0.798419185
X819.267_2.398,0.191828304
X267.207_3.326,0.229147465
X648.423_3.138,0.479480181
X708.408_2.952,1
X430.223_2.769,0.095737311
X283.019_0.327,0.141535245
X704.45_3.153,0.439619045
X856.569_3.369,0.657687463
X170.154_3.216,0.479480181
X674.439_3.065,0.525650384
X703.575_5.592,0.229147465
X788.544_3.358,0.229147465
X437.374_2.96,0.46347994
X776.306_2.398,0.155652141
X114.092_2.607,0.525641323
X634.372_2.992,0.657687463
X102.092_0.355,0.697801081
X277.216_2.857,1
X306.279_3.212,0.676472358
X760.475_3.131,0.479480181
X819.322_2.398,0.116310868
X289.945_0.301,0.409073995
X722.461_3.045,0.409073995
X207.058_2.248,0.095737311
X169.978_2.574,1
X810.602_5.596,0.409073995
X351.253_2.927,0.409073995
X604.362_2.948,0.019875057
X552.33_2.721,0.479480181
X155.991_6.136,0.532323204
X732.445_3.025,0.92188034
X526.432_3.181,1
X298.2_2.676,0.095737311
X353.269_2.902,0.657687463
X130.534_5.957,0.32420317
X706.428_3.009,0.32420317
X155.991_6.367,0.938950718
X479.152_2.786,0.729952025
X748.439_2.944,0.066919365
X816.574_3.495,0.409073995
X114.092_2.659,0.479480181
X202.109_5.277,0.703525834
X748.439_2.997,0.479480181
X159.969_1.167,1
X705.621_2.412,0.243383594
X159.969_1.214,0.479480181
X224.012_6.219,0.479480181
X224.012_6.019,0.479480181
X155.991_6.023,0.479480181
X224.012_6.146,0.733109749
X125.071_5.026,0.479480181
X158.986_6.121,0.742952488
X159.969_1.264,0.479480181
X482.406_3.188,1
X177.114_5.324,0.490105694
X186.149_2.502,0.409073995
X170.154_3.329,0.742952488
X486.097_2.773,0.479480181
X811.309_2.773,0.02896759
X223.056_2.398,0.703525834
X253.009_0.331,0.266584182
X640.382_3.01,0.409073995
X568.325_2.81,0.490105694
X867.399_2.399,0.095737311
X339.032_2.412,0.479480181
X399.089_2.527,0.232417657
X335.059_2.522,0.32420317
X351.217_2.741,0.479480181
X648.388_2.997,0.409073995
X222.147_2.554,0.479480181
X772.548_3.502,0.409073995
X159.969_1.313,1
X102.092_0.611,0.760468593
X790.559_3.436,0.32420317
X552.331_2.608,0.657687463
X111.969_6.387,0.626196781
X764.434_2.913,0.32420317
X258.111_0.302,0.095737311
X662.404_3.01,1
X166.053_0.305,0.409073995
X382.295_2.86,0.479480181
X902.539_3.065,0.479480181
X512.416_3.112,1
X128.018_0.336,0.742952488
X724.403_2.913,0.409073995
X900.524_2.999,0.139645073
X155.991_6.411,0.904857666
X367.248_2.847,0.32420317
X123.045_0.997,0.872428926
X130.534_6.034,0.977913486
X156.011_2.394,0.479480181
X159.969_1.073,0.479480181
X102.092_0.892,0.479480181
X243.088_2.415,0.409073995
X169.978_2.372,0.977844115
X206.14_5.325,0.479480181
X706.428_3.062,0.479480181
X816.574_3.35,0.479480181
X916.518_3.002,0.479480181
X138.996_6.048,0.730495063
X130.534_6.086,0.816623436
X159.969_1.021,0.479480181
X870.549_3.151,0.684254938
X102.092_1.035,0.479480181
X131.975_2.015,1
X662.403_3.098,0.409073995
X102.092_1.984,0.479480181
X102.092_1.337,0.479480181
X131.975_1.9,0.657687463
X127.98_0.372,0.32420317
X884.528_3.107,0.409073995
X200.996_6.495,0.33996962
X278.191_2.561,0.479480181
X154.991_6.397,0.409073995
X154.99_6.339,0.733109749
X154.99_6.076,0.479480181
X110.021_6.438,1
X643.138_2.521,0.299066549
X307.004_2.393,0.477559053
X128.118_4.242,0.479480181
X788.616_3.614,1
X156.991_6.033,0.657687463
X152.995_6.44,0.409073995
X788.616_3.75,1
X131.975_6.684,0.479480181
X309_2.393,0.953394121
X131.975_6.925,0.767024791
X200.996_6.552,0.477559053
X200.996_6.663,0.733109749
X776.359_2.398,0.185502806
X921.611_2.399,0.07962335
X200.996_6.608,0.521259983
X819.433_2.399,0.272968024
X921.486_2.399,0.115628696
X867.576_2.399,0.107057749
X111.969_6.564,0.603517851
X867.34_2.399,0.06223013
X344.229_2.208,0.095737311
X819.489_2.399,0.119402624
X776.148_2.398,0.229147465
X114.092_0.517,0.479480181
X114.092_0.571,0.795366759
X121.064_5.008,0.064493689
X476.308_2.282,0.479480181
X200.996_6.916,0.742952488
X819.211_2.398,0.27819226
X107.061_4.761,0.648588395
X114.092_0.429,0.925426422
X109.023_6.436,0.859119366
X114.092_0.859,0.733109749
X116.071_0.411,1
X111.969_6.705,0.657687463
X114.092_1.158,0.691965739
X114.092_1.494,0.861358914
X200.996_6.967,0.742952488
X921.674_2.399,0.029401659
X109.023_6.291,0.939280598
X159.969_0.92,0.479480181
X118.087_0.476,0.479480181
X118.087_0.407,0.479480181
X806.57_3.909,0.902687259
X336.326_3.423,0.229147465
X782.569_3.961,0.229147465
X782.57_4.015,0.477559053
X834.601_4.341,0.139645073
X834.601_4.172,0.409073995
X304.3_2.835,0.977844115
X760.586_5.601,0.409073995
X790.537_3.814,0.479480181
X758.569_4.093,0.280697183
X748.527_3.807,0.409073995
X834.601_4.227,0.409073995
X792.554_3.915,0.162209007
X758.569_4.024,0.409073995
X516.3_2.571,0.479480181
X424.342_2.865,0.883982598
X788.521_3.624,0.32420317
X498.289_2.582,0.525650384
X530.289_2.929,0.479480181
X528.309_2.923,0.409073995
X329.248_3.235,0.066919365
X703.574_3.778,0.479480181
X768.553_4.057,0.32420317
X766.537_3.827,0.409073995
X734.57_5.605,0.703525834
X572.372_2.972,0.040112247
X305.248_3.26,0.066919365
X838.559_3.337,0.051808748
X438.298_2.957,0.229147465
X480.279_2.556,0.479480181
X790.574_3.98,0.32420317
X403.284_3.147,0.32420317
X814.559_3.371,0.32420317
X834.603_5.596,0.078689916
X1047.735_3.044,0.409073995
X784.584_4.164,0.409073995
X854.554_3.249,0.649941769
X480.345_2.967,0.153373279
X533.327_2.58,0.477559053
X570.283_2.981,0.095737311
X530.325_2.96,0.312573732
X768.553_4.007,0.095737311
X548.372_2.99,0.409073995
X256.227_3.318,0.742952488
X572.335_2.938,0.977913486
X728.486_3.279,0.479480181
X792.553_3.906,0.518702011
X703.574_4.023,0.409073995
X1135.672_2.89,0.479480181
X838.558_3.365,0.409073995
X620.437_2.993,0.479480181
X480.279_2.514,0.439619045
X448.342_2.867,0.153373279
X854.554_3.321,0.479480181
X731.607_5.593,0.409073995
X546.356_2.933,0.229147465
X576.411_2.999,0.32420317
X256.191_2.844,0.409073995
X462.268_2.583,0.479480181
X532.385_3.004,0.409073995
X240.116_2.324,0.479480181
X766.537_3.889,0.479480181
X836.615_5.594,0.479480181
X822.564_3.588,0.153373279
X822.564_3.498,0.409073995
X870.548_3.337,0.32420317
X784.584_4.252,0.479480181
X415.14_2.768,0.601494953
X1093.625_2.886,0.479480181
X880.569_3.352,0.409073995
X226.1_2.274,0.817943874
X608.227_2.768,0.479480181
X364.252_2.923,0.479480181
X464.314_2.993,0.479480181
X1017.688_2.946,0.479480181
X377.195_2.868,0.479480181
X300.29_2.788,0.479480181
X1063.674_2.914,0.153373279
X838.558_3.491,0.479480181
X714.471_3.247,0.32420317
X375.21_2.633,0.991197138
X122.072_3.63,0.935380968
X538.388_3.104,0.32420317
X488.359_3.01,0.409073995
X866.59_3.576,0.229147465
X898.58_3.268,0.479480181
X385.274_2.874,0.040112247
X820.548_3.485,0.409073995
X766.501_3.29,0.479480181
X319.299_3.424,0.32420317
X327.232_3.01,0.152620733
X149.082_4.534,0.54634658
X809.588_4.195,0.409073995
X550.388_3.072,0.479480181
X874.579_3.377,0.409073995
X506.288_2.93,0.801182998
X610.373_3.02,0.110988539
X822.564_3.632,0.229147465
X776.558_4.042,0.229147465
X842.589_3.585,0.479480181
X852.538_3.349,0.153373279
X842.589_3.52,0.479480181
X814.559_3.275,0.479480181
X836.543_3.281,0.479480181
X724.527_3.883,0.479480181
X149.082_4.366,0.479480181
X836.543_3.349,0.409073995
X862.559_3.343,0.409073995
X171.15_2.504,0.118919685
X846.549_3.324,0.409073995
X754.501_3.331,0.32420317
X149.082_4.427,0.963466224
X866.59_3.462,0.409073995
X456.405_3.065,0.409073995
X149.082_4.314,0.801182998
X898.58_3.329,0.229147465
X120.066_0.547,0.834281481
X343.286_3.884,0.479480181
X798.563_3.515,0.409073995
X798.563_3.548,0.479480181
X638.403_2.987,1
X172.977_0.472,0.095737311
X828.551_3.874,0.409073995
X850.595_3.651,0.409073995
X584.335_2.79,0.703525834
X117.103_0.539,1
X305.133_2.339,0.991197138
X590.322_2.887,0.051763511
X820.548_3.59,0.409073995
X371.316_3.611,0.479480181
X161.092_0.327,0.421634238
X257.223_2.565,1
X312.633_2.891,0.479480181
X149.082_4.27,0.657687463
X880.569_3.302,0.479480181
X372.311_2.807,0.479480181
X866.59_3.505,0.479480181
X848.579_3.592,0.409073995
X850.595_3.71,0.409073995
X878.553_3.259,0.479480181
X708.511_4.934,0.409073995
X874.58_3.338,0.409073995
X115.087_0.54,0.968228564
X862.558_3.346,0.479480181
X879.255_2.556,0.277279041
X249.112_2.768,0.409073995
X726.47_3.203,0.32420317
X866.59_3.69,0.32420317
X307.173_2.826,0.479480181
X297.146_2.932,0.479480181
X828.55_3.82,0.479480181
X634.408_3.14,0.479480181
X879.004_2.556,0.315632049
X131.975_6.769,0.480774231
X131.975_6.581,0.933952665
X650.404_3.146,0.479480181
X798.563_3.612,0.409073995
X700.454_3.163,0.32420317
X468.309_2.821,0.479480181
X796.512_3.324,0.32420317
X668.414_2.975,0.229147465
X796.512_3.283,0.479480181
X343.227_2.907,0.229147465
X874.579_3.458,0.409073995
X736.476_3.119,0.32420317
X812.506_3.308,0.479480181
X337.274_3.164,0.32420317
X111.044_2.768,0.229147465
X820.549_3.427,0.409073995
X317.66_2.931,0.479480181
X524.299_2.93,0.479480181
X286.311_2.902,0.479480181
X798.527_3.266,0.409073995
X228.097_2.276,0.801182998
X756.551_5.548,0.32420317
X542.288_2.784,0.479480181
X814.522_3.363,0.479480181
X319.227_3.081,0.32420317
X364.358_3.275,0.479480181
X604.362_3.028,0.684254938
X780.517_3.481,0.479480181
X558.283_2.723,0.020926081
X824.542_3.528,0.409073995
X115.964_6.314,1
X110.519_6.086,0.479480181
X600.33_2.731,0.312573732
X912.467_2.871,0.095737311
X136.076_0.402,0.409073995
X177.131_2.673,0.409073995
X357.302_5.595,0.479480181
X524.278_2.709,0.229147465
X538.282_2.586,0.742952488
X202.109_4.475,1
X115.965_6.382,0.763190986
X251.037_0.323,1
X111.092_4.28,0.479480181
X111.092_4.227,0.703525834
X111.092_3.973,1
X111.092_4.073,0.409073995
X217.12_4.595,0.479480181
X138.103_4.297,1
X192.125_4.897,0.409073995
X128.118_3.608,0.479480181
X138.103_4.042,0.684254938
X122.072_3.691,0.479480181
X122.072_3.757,0.409073995
X192.125_4.643,0.479480181
X200.996_6.431,0.479480181
X211.001_2.403,0.479480181
X122.964_5.935,0.479480181
X759.637_3.774,0.479480181
X112.087_4.226,0.798419185
X111.092_4.434,0.409073995
X112.087_3.966,0.657687463
X151.098_4.037,0.798419185
X151.098_3.979,0.964022108
X328.916_5.87,0.479480181
X192.125_5.305,0.742952488
X153.114_3.626,1
X921.548_2.4,0.115628696
X921.736_2.399,0.086148029
X819.155_2.399,0.107057749
X192.125_5.044,1
X158.986_5.846,1
X777.095_2.39,0.019875057
X867.517_2.399,0.229147465
X983.051_2.4,0.479480181
X867.281_2.399,0.070775854
X810.601_3.669,0.742952488
X165.114_3.905,0.479480181
X150.103_5.311,0.477559053
X158.986_5.991,0.4940381
X136.087_3.719,0.807091587
X136.087_3.922,0.479480181
X810.601_3.809,0.479480181
X776.095_2.398,0.095737311
X737.441_2.398,0.409073995
X867.634_2.399,0.07962335
X159.969_0.964,0.479480181
X137.082_3.903,1
X737.491_2.399,0.32420317
X131.975_1.377,0.742952488
X152.995_5.808,0.742952488
X180.022_5.741,0.479480181
X128.951_5.843,1
X172.957_6.084,0.906086533
X112.087_5.529,0.479480181
X213.142_2.473,0.479480181
X102.092_0.5,1
X151.098_5.54,0.733109749
X102.092_0.665,0.409073995
X185.115_2.424,0.479480181
X102.092_0.844,0.479480181
X143.107_0.379,0.61945167
X438.379_3.197,1
X102.092_1.197,0.479480181
X102.092_1.405,0.479480181
X102.092_1.804,0.479480181
X318.887_5.829,0.479480181
X102.092_1.904,0.479480181
X143.107_0.575,0.795366759
X388.255_2.24,0.229147465
X102.092_1.692,0.479480181
X304.892_6.018,0.479480181
X102.092_6.982,0.479480181
X145.99_0.378,0.479480181
X199.17_0.391,0.657687463
X123.044_2.031,0.977844115
X100.076_2.07,0.479480181
X199.17_0.44,1
X423.276_2.373,0.479480181
X100.076_0.584,0.672196955
X109.102_0.994,0.885685022
X199.17_0.612,0.479480181
X143.04_6.076,0.55987523
X109.102_1.532,0.396018171
X109.102_1.852,0.610963681
X185.154_0.582,0.479480181
X100.076_1.157,1
X141.091_1.354,0.883982598
X199.17_0.961,1
X109.102_1.247,0.991197138
X136.076_0.419,0.479480181
X199.17_0.757,0.479480181
X199.17_1.061,0.479480181
X136.076_0.866,0.479480181
X141.091_1.54,0.799750389
X136.076_1.051,0.479480181
X141.091_1.257,0.657687463
X135.079_5.134,0.32420317
X117.028_5.813,0.479480181
X185.154_0.732,1
X127.076_1.913,0.798419185
X127.076_1.547,0.935380968
X124.04_0.993,1
X127.076_1.87,0.781135396
X113.964_6.036,0.479480181
X466.25_2.226,0.479480181
X112.087_4.125,1
X166.087_0.465,0.32420317
X156.991_6.135,0.479480181
X153.114_3.835,0.409073995
X636.387_3.051,0.479480181
X153.114_3.731,0.869035672
X309.242_3.027,0.742952488
X153.114_3.582,0.229147465
X705.308_2.339,0.02896759
X650.978_2.339,0.040112247
X651.054_2.339,0.020926081
X705.058_2.339,0.019875057
X651.132_2.339,0.07962335
X882.585_3.363,0.479480181
X399.394_3.159,0.151985545
X769.153_2.339,0.034384688
X351.253_2.777,0.971925702
X850.733_2.542,0.409073995
X769.244_2.339,0.095737311
X149.082_3.816,0.479480181
X277.216_2.921,0.479480181
X293.162_2.447,0.409073995
X203.053_0.315,0.409073995
X650.901_2.339,0.048876825
X769.062_2.339,0.02896759
X852.539_3.253,0.315632049
X128.951_6.561,0.479480181
X769.335_2.339,0.020926081
X475.609_2.245,0.409073995
X427.267_2.561,0.479480181
X333.164_2.456,0.479480181
X672.424_3.094,0.229147465
X471.38_3.045,0.409073995
X914.576_3.148,0.479480181
X884.529_3.074,0.095737311
X370.332_3.083,0.521259983
X900.523_3.027,0.479480181
X177.114_5.515,0.721786881
X868.534_3.116,0.095737311
X524.277_2.788,0.409073995
X688.454_3.126,0.479480181
X664.418_3.004,0.409073995
X886.544_3.107,0.439619045
X319.227_3.027,0.229147465
X912.559_3.197,0.479480181
X852.539_3.208,0.479480181
X369.264_2.943,0.884033397
X111.969_5.928,0.479480181
X676.418_3.107,0.479480181
X928.555_3.093,0.409073995
X114.092_6.41,0.479480181
X137.082_4.236,0.312573732
X138.103_3.729,0.409073995
X102.092_1.501,0.479480181
X206.14_5.037,0.479480181
X131.975_6.939,0.798419185
X131.975_1.437,0.703525834
X131.975_1.336,0.703525834
X131.975_1.582,0.479480181
X131.975_1.622,1
X131.975_0.913,0.703525834
X131.975_1.077,1
X131.975_0.799,1
X131.975_1.215,0.479480181
X131.975_1.273,0.742952488
X131.975_0.739,1
X117.103_0.478,0.225810197
X216.045_2.521,0.479480181
X203.015_2.391,0.447250082
X271.917_5.793,0.479480181
X174.999_5.806,0.479480181
X212.02_2.391,0.479480181
X199.169_1.375,0.479480181
X199.169_1.536,0.479480181
X172.977_6.331,0.479480181
X185.154_0.977,0.479480181
X214.004_6.355,0.479480181
X127.076_1.363,0.95251803
X171.138_0.904,0.479480181
X401.263_2.365,0.479480181
X167.107_0.836,0.479480181
X127.076_1.828,0.657687463
X155.107_6.981,0.742952488
X130.087_0.452,0.409073995
X143.04_2.217,0.816623436
X125.071_0.362,0.657687463
X172.977_0.421,0.409073995
X170.096_1.127,0.479480181
X111.04_2.713,0.32801656
X115.076_0.943,0.479480181
X125.071_0.349,0.479480181
X115.076_0.738,0.717077728
X154.99_6.223,0.145616486
X154.99_5.998,0.479480181
X113.964_0.837,0.479480181
X113.964_0.929,0.479480181
X113.964_5.942,0.479480181
X103.956_3.65,0.479480181
X200.996_6.753,0.742952488
X155.991_5.971,0.479480181
X105.954_3.647,0.479480181
X158.986_6.273,0.703525834
X140.082_5.513,0.518048918
X111.969_6.946,0.479480181
X145.99_0.378.1,0.479480181
X169.006_0.33,0.479480181
X146.98_5.481,0.971925702
X136.062_0.301,1
X225.135_0.478,0.607150384
X235.168_5.638,0.479480181
X157.122_1.516,0.479480181
X225.135_0.472,0.479480181
X111.056_1.049,0.409073995
X143.107_1.283,1
X115.076_1.45,0.479480181
X115.076_1.303,0.806288922
X143.107_1.396,0.977844115
X115.076_1.714,0.581044886
X115.076_1.212,0.742952488
X115.076_2.016,1
X115.076_1.561,0.409073995
X369.351_3.84,0.409073995
X115.076_1.94,0.439619045
X128.108_0.46,0.196112654
X369.352_3.929,0.32420317
X149.024_3.081,0.657210963
X143.04_2.417,1
X158.154_2.735,0.229147465
X309.242_3.204,0.479480181
X749.39_2.868,0.667496957
X325.237_3.099,0.479480181
X758.571_5.594,0.252208485
X409.256_2.782,1
X354.264_2.856,0.32420317
X293.247_3.17,0.479480181
X758.569_4.282,0.32420317
X431.237_2.603,0.521259983
X377.146_2.225,0.479480181
X407.241_2.849,0.977844115
X584.335_2.714,0.479480181
X534.319_2.722,0.479480181
X397.181_2.866,0.479480181
X784.584_5.594,0.479480181
X412.321_2.848,0.479480181
X335.222_2.829,0.479480181
X850.984_2.542,0.406161554
X508.376_2.995,0.479480181
X870.549_3.116,0.479480181
X266.212_3.251,0.479480181
X438.208_2.866,0.591774215
X846.549_3.166,0.409073995
X832.583_5.551,0.409073995
X822.462_2.529,0.040112247
X376.319_3.155,0.095737311
X307.084_0.336,0.409073995
X669.941_2.258,0.153373279
X854.552_3.333,0.479480181
X219.138_2.854,0.662080359
X884.528_3.041,0.479480181
X822.713_2.529,0.040112247
X327.228_2.699,0.447341317
X558.284_2.634,0.032199164
X768.554_5.586,0.32420317
X343.286_5.593,0.32420317
X846.548_3.265,0.409073995
X370.163_2.298,0.697801081
X898.581_3.224,0.32420317
X440.338_3.277,0.624686226
X291.146_2.39,0.229147465
X227.11_2.593,0.479480181
X850.482_2.542,0.160104676
X644.392_3.113,0.409073995
X316.213_2.226,0.479480181
X870.549_3.217,0.479480181
X270.207_2.907,0.631048296
X285.17_2.652,0.703525834
X882.585_3.443,0.479480181
X161.092_0.424,1
X509.336_2.847,0.479480181
X748.475_3.074,0.409073995
X209.055_2.25,0.065224684
X327.217_2.806,0.409073995
X428.205_2.248,0.479480181
X574.278_2.577,0.479480181
X912.559_3.264,0.409073995
X179.063_2.255,0.056474625
X247.132_3.16,0.409073995
X600.33_2.645,0.409073995
X127.013_2.258,0.074019493
X834.601_5.608,0.479480181
X914.573_3.296,0.479480181
X506.255_3.172,1
X808.584_4.102,0.479480181
X912.56_3.159,0.409073995
X914.574_3.261,0.32420317
X359.222_2.813,0.409073995
