filename,LA_75DPI,RA_75DPI,LVT_75DPI,LVB_75DPI,RVT_75DPI,RVB_75DPI
X489.228_2.768,0.981947069,0.213084479,0.940927812,0.56551298,0.168795987,0.26129673
X110.021_5.865,0.647184557,0.800558489,0.583261597,0.396831039,0.767024791,0.187671662
X312.326_3.521,0.647184557,0.652150176,0.897652744,0.56551298,NA,NA
X610.372_2.951,1,0.402487459,0.512230168,0.228334348,0.760468593,0.362119939
X110.021_6.211,0.943632646,0.209371417,0.583261597,1,0.553959505,0.209438158
X580.361_2.989,0.884439667,1,0.920529058,0.018015496,NA,NA
X183.15_2.549,0.943920125,0.654431476,0.429727999,1,0.914708158,0.519663917
X637.306_3.32,0.610897049,0.296698576,1,0.425600239,0.018850843,0.161613652
X146.981_3.86,1,1,0.916885831,0.56551298,0.742281267,0.385901433
X105.07_2.767,0.89831995,0.185795465,0.733163865,0.551598097,0.072313944,0.126711339
X352.321_3.187,0.957792364,0.797967448,0.799954689,0.551598097,0.32420317,0.608820757
X432.238_2.769,0.981947069,0.238251605,0.689396476,0.68319752,0.065224684,0.161613652
X200.165_3.207,0.647184557,0.759863191,1,1,0.479480181,0.76822628
X267.123_2.767,0.920264426,0.48379194,0.965635694,0.56551298,0.061674778,0.154880967
X200.165_2.552,0.647184557,0.402487459,0.595584247,0.773330004,0.409073995,0.359370773
X126.022_0.338,0.610897049,0.968006197,0.583261597,0.634958177,0.916860535,0.956251417
X608.393_3.098,0.647184557,0.402487459,0.162021369,0.001737681,0.040112247,0.26129673
X666.434_3.024,0.647184557,0.699115194,0.305333278,0.228334348,0.186228718,0.362119939
X123.056_0.323,1,0.48379194,0.620306101,0.56551298,NA,0.463318533
X240.097_2.259,0.551004142,0.169665304,0.717506077,0.995097368,0.095737311,0.26129673
X522.357_2.957,1,0.644448566,0.583261597,0.197324981,0.151985545,0.03657295
X482.325_3.027,0.403060761,0.656971387,0.583261597,0.021515259,0.095737311,0.05026703
X308.295_3.045,0.647184557,0.326386158,0.658478493,0.873670428,0.023073336,0.553618884
X258.206_2.778,0.682812858,0.402487459,0.897652744,NA,NA,NA
X650.44_3.113,0.762005951,0.261522554,0.799552717,0.551598097,0.02896759,0.742977866
X333.063_2.524,0.981947069,0.759863191,0.583261597,0.531227615,0.155652141,0.335742689
X594.377_3,1,0.48379194,0.390190108,0.01947765,0.019875057,0.580735432
X282.279_3.26,0.610897049,0.935581668,1,0.949912751,1,0.02723714
X285.133_2.768,0.818121094,0.200780865,0.717506077,0.531227615,0.086148029,0.206703789
X790.38_2.768,1,0.213084479,0.78363774,0.531227615,0.139645073,0.223804139
X417.337_3.233,0.610897049,NA,NA,NA,NA,NA
X582.341_3.046,0.884439667,0.688145416,0.643554744,0.245323788,0.521259983,0.956251417
X622.409_3.109,0.432057021,1,0.583261597,0.001737681,0.018850843,0.050241137
X100.076_2.546,0.95227024,0.261522554,0.583261597,1,0.902687259,0.463318533
X366.373_3.699,0.84127446,0.755185231,0.583261597,0.368982206,0.479480181,NA
X401.342_3.422,0.647184557,0.877948335,0.583261597,0.56551298,0.968228564,0.385901433
X340.357_3.733,0.95528014,0.402487459,0.583261597,0.531227615,NA,NA
X636.388_2.978,1,0.605573259,0.512230168,0.032070163,0.409073995,0.050241137
X214.181_2.634,0.650560668,0.802430896,0.588224577,0.972690972,0.428268641,0.312650888
X198.15_2.471,0.776041836,0.759863191,0.733163865,1,0.809951091,0.335742689
X132.102_0.307,0.444659645,0.01423816,0.817239688,0.995097368,0.040112247,0.014147135
X113.964_6.456,0.610897049,0.845242311,0.733163865,0.56551298,0.229147465,0.362119939
X110.021_5.953,1,0.845242311,0.686496466,0.682654084,1,0.927169556
X369.352_3.849,0.610897049,0.326386158,0.583261597,1,0.490105694,1
X369.17_2.767,0.863752472,0.214273264,1,0.56551298,0.139645073,0.26129673
X568.341_2.887,0.711318677,0.164147345,0.583261597,0.050560266,0.041924233,0.013925614
X221.111_2.312,0.415096828,0.174551836,0.583261597,0.816051868,0.02896759,0.047201925
X435.347_3.219,0.647184557,NA,NA,NA,NA,NA
X321.315_3.533,0.777373508,0.658956905,0.429727999,0.343569238,0.801182998,1
X208.17_3.328,1,0.849163156,0.617669796,0.972690972,0.760468593,0.107084181
X694.465_3.135,0.403060761,1,0.429727999,0.56551298,0.657687463,NA
X216.196_2.567,0.610897049,0.48379194,0.583261597,0.995097368,0.409073995,0.126711339
X313.077_2.525,0.818121094,0.835562198,0.834531658,0.56551298,0.229147465,0.362119939
X354.337_3.278,1,0.989724472,0.919177756,0.56551298,0.742952488,0.362119939
X216.16_2.471,1,1,0.775915345,0.773330004,0.672453824,0.26129673
X137.046_0.42,0.548531158,0.51998543,0.583261597,0.001737681,0.573677035,0.740867879
X111.092_5.384,0.699271666,0.623118931,0.959373304,0.773330004,0.32420317,0.577981605
X652.382_2.947,1,0.402487459,0.5065198,0.56551298,0.479480181,NA
X520.341_2.89,0.647184557,0.093842354,0.747345309,0.103530033,0.222457994,0.125393857
X425.136_2.773,1,0.743729062,0.78363774,0.396831039,NA,0.26129673
X795.335_2.768,0.889934505,0.402487459,0.878053837,0.56551298,0.155652141,0.24071962
X280.263_3.169,1,0.214273264,0.919177756,0.56551298,NA,NA
X256.264_3.225,0.647184557,0.828009502,0.773636562,0.22007716,0.409073995,0.169487884
X198.186_3.331,1,0.640390021,0.583261597,1,0.977844115,0.125393857
X113.964_6.627,0.915685738,0.805416643,0.733163865,1,1,0.463318533
X111.092_5.093,0.855027257,0.807683258,0.733163865,0.276938046,0.801182998,0.781494196
X256.227_2.847,0.818121094,1,0.940927812,0.56551298,0.573677035,0.725397178
X295.227_3.017,1,0.410086802,0.478030515,0.385306438,0.239444969,0.928770311
X111.092_4.634,0.610897049,0.261522554,0.673670729,0.573364298,1,0.634276227
X454.294_2.917,0.650560668,0.48379194,0.583261597,0.050560266,0.072313944,0.014042367
X122.072_5.438,0.846319692,0.553934603,0.583261597,0.81044685,0.729731855,0.924944897
X722.505_3.058,0.647184557,NA,NA,NA,NA,NA
X432.238_2.839,0.791625765,0.857936107,NA,NA,0.842969326,0.463318533
X590.427_3.075,0.647184557,NA,NA,NA,NA,NA
X554.31_2.942,0.981947069,0.402487459,0.583261597,0.085680971,0.977913486,0.179334774
X544.34_2.89,0.981947069,0.152462283,1,0.266170569,0.409073995,0.161613652
X103.956_5.525,0.889934505,1,NA,0.531227615,NA,0.463318533
X646.408_3.051,0.981947069,0.326386158,0.724082892,0.56551298,0.32420317,0.038062054
X232.191_2.63,1,0.709103414,0.111089155,0.507495238,0.409073995,0.463318533
X308.295_3.285,0.650560668,1,0.588224577,0.855923257,0.362475455,1
X524.335_2.977,0.480708448,0.326386158,0.32931502,NA,NA,NA
X680.414_3.051,0.551004142,0.599552482,0.405926951,0.084405531,0.32420317,0.597851517
X666.433_3.092,0.444659645,0.989724472,0.10889974,NA,NA,NA
X230.248_2.715,0.444659645,1,0.768559335,0.276938046,0.150714754,0.496834052
X678.469_3.244,0.805579158,0.341361791,0.429727999,0.738273199,NA,NA
X224.084_2.236,0.762005951,0.261522554,0.643805229,0.56551298,0.349431239,0.634276227
X281.102_2.768,0.647184557,0.493160781,0.768559335,0.747297478,0.095737311,0.359370773
X526.294_2.877,0.89831995,0.48379194,0.733163865,0.01947765,0.02896759,0.005763888
X301.285_2.662,0.610897049,1,0.583261597,NA,NA,NA
X216.16_3.213,1,0.380504399,0.646002416,0.949912751,0.837643379,0.463318533
X375.199_2.868,1,0.35458472,0.643805229,1,0.409073995,0.725397178
X283.118_2.713,0.647184557,0.152462283,0.878053837,0.56551298,0.479480181,0.052019868
X664.419_3.086,0.647184557,0.48379194,0.919456924,0.114638441,1,0.204377271
X343.296_2.691,0.383707615,0.602414998,0.802493122,0.855923257,NA,0.99981895
X608.393_3.002,0.647184557,0.054957853,0.583261597,0.396831039,0.368181972,0.048251536
X550.351_3.01,0.306430651,0.601238722,0.583261597,0.531227615,0.479480181,0.463318533
X324.29_3.082,0.647184557,0.990410775,0.854344836,1,0.628894619,0.463318533
X128.118_5.106,0.882134908,0.169665304,0.512230168,0.56551298,NA,0.463318533
X694.465_3.092,0.610897049,1,NA,NA,NA,NA
X175.148_2.71,0.741725796,0.48379194,1,1,0.477559053,0.463318533
X278.248_3.1,0.920264426,0.29301699,1,0.873670428,0.023073336,0.500280149
X266.173_2.61,0.83085767,0.316039044,0.643805229,1,0.409073995,0.359370773
X250.178_2.71,0.727384818,0.720205446,0.78363774,0.738273199,0.479480181,0.853925442
X198.149_3.205,0.89831995,0.839235362,0.588224577,0.995097368,0.699076322,1
X566.346_3.087,0.647184557,0.48379194,0.709818441,0.093112778,0.742952488,0.463318533
X607.227_2.771,0.905004678,0.429399329,0.810197959,0.56551298,1,0.463318533
X385.346_3.54,0.480708448,0.48379194,1,0.56551298,0.703525834,0.26129673
X546.401_3.081,0.647184557,NA,NA,NA,NA,NA
X334.31_3.1,0.610897049,0.789934688,0.919177756,NA,NA,NA
X650.366_2.938,0.621605939,1,1,0.239138608,NA,NA
X272.222_2.957,0.647184557,0.48379194,0.583261597,0.789903437,0.890608664,0.179334774
X272.222_2.809,0.83085767,0.326386158,NA,0.803431297,0.479480181,0.463318533
X340.285_3.14,1,0.721683572,0.429727999,0.551598097,0.409073995,0.927169556
X734.57_3.377,0.853698072,0.470290258,0.49663848,0.864465532,0.733109749,0.885809141
X191.143_3.329,0.805739951,0.846970982,0.588224577,1,0.703525834,0.065995946
X622.408_3.044,0.521262594,0.326386158,0.263241983,0.018015496,0.066919365,0.797723217
X198.185_2.612,1,0.656971387,0.685580402,NA,0.409073995,NA
X113.964_6.749,0.83085767,0.849163156,0.583261597,0.78001959,1,0.463318533
X173.132_3.332,1,0.656971387,0.810197959,0.645623794,0.742952488,0.463318533
X296.258_2.976,0.610897049,0.368217484,0.897652744,0.19787905,NA,NA
X324.326_3.469,0.981947069,0.261522554,0.804141968,0.200633187,0.479480181,0.362119939
X568.361_2.947,1,0.396402663,0.512230168,0.128404522,0.703525834,0.119573324
X319.3_3.156,0.610897049,0.13278466,0.747345309,0.56551298,0.066919365,0.463318533
X199.989_2.374,0.551004142,0.723965391,NA,0.407280354,0.479480181,0.463318533
X678.471_3.228,0.948724828,0.863250604,0.583261597,1,0.229147465,0.8501625
X622.372_2.977,0.610897049,0.878946641,0.815579616,0.01035708,0.760468593,0.050241137
X334.311_3.335,0.943920125,0.952488835,0.583261597,0.921816736,0.806288922,0.26129673
X480.309_2.951,0.83085767,0.963732839,0.583261597,0.276938046,0.406774615,0.118055492
X502.294_2.879,0.711318677,0.48379194,0.583261597,0.156174742,0.409073995,0.097093228
X786.601_3.279,0.940622006,0.802430896,0.686496466,0.955954866,1,NA
X650.402_3.006,0.83085767,0.436040967,0.512230168,0.56551298,NA,NA
X674.439_3.163,0.480708448,0.739362995,0.305333278,0.363753418,0.968228564,0.354409708
X184.074_0.312,0.005790345,0.326386158,0.583261597,0.245323788,0.409073995,0.26129673
X113.964_1.584,0.758695717,0.839235362,NA,0.56551298,NA,NA
X175.148_3.322,0.896575325,0.846970982,0.583261597,0.832318996,0.848666863,0.122244703
X385.346_3.401,0.632770279,0.820186789,1,0.339434803,0.479480181,0.463318533
X113.964_1.491,0.796897636,0.721683572,NA,0.56551298,NA,NA
X636.423_3.105,1,0.820137313,0.37152467,NA,NA,NA
X209.177_3.331,0.956302437,0.695793128,1,1,0.479480181,0.463318533
X387.192_2.843,0.647184557,0.518283121,0.583261597,0.990025691,0.657687463,0.726632079
X113.964_1.63,0.647184557,0.656971387,NA,0.56551298,NA,NA
X474.249_2.887,0.955433266,0.164635304,0.799854591,NA,0.477559053,0.125393857
X786.601_3.393,0.83085767,0.402487459,0.845308459,0.914889721,1,0.26129673
X128.118_4.636,1,0.465837179,0.622869691,0.56551298,0.479480181,1
X113.964_1.401,0.720616049,0.953135122,NA,0.56551298,NA,NA
X678.398_3.039,0.617533531,0.701472598,0.410114048,0.070177874,0.409073995,0.463318533
X678.432_3.079,0.647184557,0.48379194,0.512230168,NA,NA,NA
X660.424_3.08,0.647184557,0.164147345,0.393338599,0.425600239,0.806288922,0.138592702
X242.212_3.159,0.647184557,0.48379194,0.512230168,1,0.795366759,0.634276227
X694.429_3.054,0.157020426,0.48379194,0.371427281,0.234340163,0.479480181,0.634276227
X654.332_3.32,0.578404884,0.48379194,1,0.291258841,0.019875057,0.125393857
X416.337_2.79,0.783848513,0.824474935,0.583261597,0.747297478,0.834281481,0.927169556
X666.397_2.955,0.742872469,0.305482068,0.561299602,0.531227615,NA,NA
X414.14_2.772,0.970052692,0.48379194,0.583261597,0.645980665,1,0.362119939
X400.342_2.89,0.610897049,0.656971387,0.583261597,0.914889721,0.506466052,0.138592702
X212.165_2.546,0.865851525,0.971896493,0.684451513,0.747166004,0.760468593,0.463318533
X636.424_3.106,0.610897049,0.888810374,0.778932569,0.032070163,0.428268641,0.463318533
X801.313_2.768,0.999274697,0.128685727,0.832117601,0.407153547,0.786984745,0.363689508
X103.956_5.454,0.551004142,1,NA,NA,NA,NA
X991.673_2.928,0.300595091,0.430311216,0.368040878,0.046503316,0.010180657,0.011732452
X800.313_2.771,0.647184557,0.48379194,0.881716479,0.816051868,0.479480181,0.362119939
X668.413_2.991,0.763288848,0.48379194,0.583261597,0.531227615,NA,0.179334774
X313.016_2.379,1,0.85436878,0.897652744,0.989483339,0.127521147,0.260510786
X538.315_2.977,0.734332438,0.560405316,0.768559335,0.029290386,0.479480181,0.187671662
X429.191_2.885,1,0.163956887,0.775915345,0.396831039,0.061674778,0.179334774
X606.378_3.022,0.480708448,0.829533296,0.583261597,0.228334348,0.573677035,0.038062054
X680.45_3.157,0.647184557,1,0.583261597,0.773330004,0.127521147,0.740867879
X692.414_2.985,0.84127446,0.647406078,0.614661774,0.276938046,0.479480181,0.125393857
X256.227_3.448,0.880737337,0.802430896,0.588224577,1,0.646206658,0.26129673
X1022.625_3.326,0.956302437,0.978720006,0.852140155,0.822490513,0.789154327,0.362119939
X254.212_2.739,0.854995026,0.829533296,0.588224577,0.438477539,0.153373279,0.362119939
X230.175_2.591,0.647184557,0.398917217,0.733163865,0.816051868,0.479480181,0.726632079
X180.175_2.611,0.6162274,0.48379194,1,0.995097368,0.095737311,0.125393857
X446.218_2.884,0.805739951,0.214273264,1,0.103157988,0.02896759,0.087702273
X620.393_3.029,0.943920125,0.701472598,0.583261597,0.006149937,0.349431239,0.765602559
X692.412_3.038,0.610897049,0.829533296,1,NA,0.479480181,NA
X313.144_3.062,0.647184557,0.265688733,0.622535814,0.56551298,0.477559053,0.553618884
X152.995_6.215,1,0.093842354,0.643554744,0.508644235,0.744080558,0.660802131
X808.57_3.842,0.610897049,NA,NA,NA,NA,NA
X397.379_3.191,0.548531158,0.326386158,0.721422857,0.56551298,0.573677035,0.927169556
X326.306_3.148,0.647184557,0.523198893,1,0.870173625,0.479480181,1
X790.558_3.336,0.647184557,0.911528515,0.583261597,0.276938046,NA,NA
X205.017_5.778,0.647184557,0.402487459,0.768559335,0.828542615,0.742952488,0.645596642
X172.133_3.109,0.610897049,0.48379194,1,0.56551298,NA,0.463318533
X158.962_2.362,0.551004142,0.904095764,NA,0.738273199,1,0.463318533
X460.269_2.772,1,0.214273264,NA,NA,NA,NA
X652.383_2.943,0.647184557,0.800558489,0.768559335,0.025370146,1,0.125393857
X374.303_3.189,0.720616049,0.402487459,0.892023105,0.56551298,0.048265033,0.471850574
X172.134_2.343,1,0.402487459,0.630229684,0.870173625,0.428268641,0.463318533
X670.393_2.893,0.853698072,0.13278466,0.778932569,0.31423265,0.252208485,0.02723714
X510.356_2.983,0.403060761,0.966772884,0.733163865,0.050560266,0.020926081,0.023253635
X109.023_5.881,0.647184557,0.51564821,0.799854591,0.679961153,0.760468593,0.859962095
X242.212_2.78,0.762005951,0.966772884,0.811493863,1,0.409073995,0.76822628
X654.398_2.907,0.647184557,0.261522554,0.953043721,0.339434803,0.32420317,0.02723714
X149.082_4.832,1,0.919690613,0.867830439,0.870173625,0.749824146,0.299788754
X153.041_0.336,0.758695717,0.326386158,0.248030055,0.602854747,0.32420317,1
X254.212_2.792,0.889934505,0.890448924,0.583261597,0.851262662,0.406161554,0.463318533
X221.06_2.396,0.863739653,0.402487459,0.285058395,1,0.409073995,0.797723217
X650.403_3.074,0.647184557,1,0.583261597,0.363753418,0.521259983,0.187671662
X476.24_2.164,0.513584313,0.493160781,0.047082131,0.021515259,0.479480181,0.924944897
X688.455_3.179,0.444659645,0.807683258,0.512230168,0.972339534,0.729952025,0.083714868
X329.316_2.758,0.647184557,0.48379194,0.583261597,NA,NA,NA
X123.079_4.851,0.647184557,1,0.919177756,0.662217932,0.488635865,0.927169556
X664.382_2.957,0.610897049,0.48379194,0.234531629,0.197324981,NA,NA
X787.668_3.596,0.863752472,1,0.890447838,0.56551298,NA,NA
X680.413_3.014,0.521262594,0.884656611,0.768559335,0.531227615,NA,NA
X156.011_2.395,0.610897049,0.656971387,0.588224577,NA,NA,NA
X622.372_3.037,0.415096828,0.818609981,0.733163865,0.773330004,0.127521147,0.03657295
X705.225_2.339,0.610897049,0.213084479,0.32931502,0.71407068,0.579547802,0.471850574
X166.087_0.522,0.771787056,0.682922486,0.583261597,0.885950969,0.977913486,0.463318533
X371.327_2.803,0.551004142,0.48379194,1,0.56551298,NA,0.726632079
X652.418_3.02,0.610897049,0.72865914,0.305150847,0.476011067,0.532415269,0.020089089
X676.419_3.043,0.403060761,0.889383398,0.583261597,0.531227615,0.29640315,0.024549941
X682.363_3.329,0.578404884,0.402487459,0.854344836,0.001561584,0.409073995,0.634276227
X141.959_6.151,0.529406827,1,0.583261597,1,NA,NA
X153.041_0.412,0.990554217,0.664559306,0.743773183,0.56551298,1,1
X370.332_3.032,0.647184557,0.402487459,0.940927812,0.969532613,0.503672164,0.362119939
X277.216_3.018,0.920264426,0.48379194,0.225127878,0.531227615,0.349149105,0.927169556
X306.279_2.989,0.551004142,0.29301699,0.583261597,0.720685124,0.342523038,1
X240.196_2.728,0.647184557,0.953135122,0.897652744,NA,NA,NA
X518.322_2.93,0.551004142,0.375502852,0.583261597,0.870173625,NA,0.083714868
X475.989_2.164,0.529406827,0.48379194,0.041700022,0.023076995,0.479480181,1
X705.141_2.339,0.610897049,0.054957853,0.512230168,0.56551298,0.255984241,0.634276227
X668.377_2.925,0.610897049,0.402487459,0.583261597,NA,NA,NA
X596.393_3.06,0.551004142,0.656971387,0.583261597,0.067160014,0.479480181,1
X652.418_3.078,0.56049151,0.491222046,0.467720404,0.450416842,0.453642488,0.362119939
X554.288_2.924,0.647184557,0.877948335,0.173518813,0.128404522,0.095737311,2.27E-05
X103.956_5.227,0.610897049,0.48379194,NA,0.56551298,NA,NA
X367.336_3.39,0.610897049,0.845242311,0.658478493,0.366243169,0.964022108,0.227923807
X662.402_3.017,0.854995026,0.48379194,0.570607681,1,NA,NA
X676.454_3.145,0.632770279,0.214273264,0.665094896,0.425600239,0.849059967,0.463318533
X440.359_2.985,1,0.261522554,0.583261597,1,0.546551383,0.787319327
X226.081_2.237,0.657970802,0.261522554,0.747345309,0.56551298,0.409073995,0.476180191
X718.429_3.009,0.647184557,0.380455711,0.495250631,0.56551298,0.479480181,0.083714868
X120.102_0.391,0.551004142,0.48379194,0.47461792,0.575833623,0.598241622,0.914756497
X103.956_4.386,0.647184557,1,NA,0.773330004,NA,NA
X142.035_0.315,0.647184557,0.48379194,0.799854591,0.186987204,0.742952488,0.853925442
X482.361_2.958,0.157020426,0.831138905,1,0.006149937,0.019215057,0.022382544
X426.358_2.916,0.497647634,0.867225538,0.881716479,0.646477316,0.479480181,0.107084181
X119.049_2.77,0.905004678,0.402487459,0.930694813,0.56551298,0.801182998,0.463318533
X383.331_3.501,0.863752472,0.48379194,NA,NA,NA,NA
X245.139_2.376,1,NA,NA,0.56551298,0.548259549,NA
X332.218_2.237,0.889934505,0.559954002,0.583261597,NA,NA,NA
X149.082_4.735,0.811965399,0.627008444,0.897652744,0.914889721,0.409073995,0.26129673
X566.382_3.018,1,0.932896661,1,0.399473858,0.968228564,0.036134654
X285.217_3.322,0.916588382,0.906861537,0.557043232,0.645980665,0.479480181,0.059746154
X638.439_3.025,0.647184557,0.430311216,NA,NA,NA,NA
X368.316_2.962,1,0.602414998,0.743773183,NA,0.657687463,0.463318533
X268.227_2.861,0.922593299,0.402487459,0.747345309,0.56551298,0.229147465,0.107084181
X682.429_3.009,0.632770279,0.374484611,0.583261597,0.032070163,0.862212259,0.452254183
X698.423_2.997,0.64029567,0.214273264,0.449624887,NA,NA,NA
X158.962_2.581,0.647184557,NA,NA,0.94339877,1,0.389782676
X142.948_0.306,0.551004142,0.48379194,0.743773183,1,NA,0.362119939
X254.212_3.447,0.842430638,0.672061208,0.795334832,0.531227615,NA,0.03657295
X289.014_2.395,0.610897049,0.665384948,0.583261597,1,0.546551383,0.463318533
X696.445_3.083,0.456286336,0.822069898,0.32931502,0.050560266,1,0.362119939
X638.366_2.95,0.674754704,0.48379194,0.583261597,0.217821491,0.479480181,0.463318533
X776.253_2.398,0.610897049,0.402487459,0.810197959,0.773330004,0.141535245,0.465423053
X311.221_2.932,0.647184557,0.80175903,0.178194693,NA,NA,NA
X732.444_2.968,0.712310229,0.48379194,0.512230168,0.96081925,NA,NA
X296.146_2.932,1,0.48379194,0.211530686,1,0.479480181,NA
X720.445_3.09,0.480708448,0.326386158,0.270593714,0.070177874,0.841911781,0.223804139
X272.222_3.45,0.855919894,0.493160781,0.673279039,0.56551298,0.229147465,0.362119939
X293.211_2.931,0.943920125,0.688145416,0.094747166,0.075188975,0.193762342,0.67630053
X192.125_4.749,0.938426621,0.550238757,0.583261597,NA,0.479480181,1
X141.959_1.787,0.998303443,0.380504399,0.795334832,0.773330004,NA,NA
X141.959_1.904,0.610897049,0.48379194,0.686496466,0.659154813,NA,NA
X420.202_2.692,0.647184557,0.48379194,0.512230168,NA,NA,NA
X398.033_0.301,0.84127446,0.48379194,0.799385839,0.773330004,0.479480181,NA
X230.176_2.586,1,0.656971387,0.512230168,1,0.409073995,0.463318533
X350.305_2.966,0.771787056,0.339011528,0.583261597,NA,NA,NA
X534.286_3.175,0.946393638,0.375502852,0.588224577,0.531227615,0.748879206,0.362119939
X158.962_2.089,0.645753533,0.652262606,NA,0.900044947,0.904857666,0.462731495
X141.959_1.562,0.816292355,0.755886244,0.583261597,0.879776699,NA,NA
X771.644_3.333,0.880737337,0.602414998,0.583261597,NA,NA,NA
X192.125_4.994,0.760742874,1,0.583261597,NA,0.479480181,0.463318533
X594.341_2.975,0.610897049,0.989724472,0.191451873,0.21721127,0.409073995,0.463318533
X706.464_3.123,0.480708448,NA,0.583261597,NA,NA,NA
X428.374_2.971,0.551004142,0.735961972,0.583261597,0.531227615,0.806288922,0.856594369
X652.419_3.146,0.480708448,0.524898884,0.966079134,0.56551298,0.409073995,0.856594369
X368.316_3.329,1,0.544761436,0.605026543,0.075188975,NA,0.362119939
X815.699_3.647,0.863480979,0.493160781,0.583261597,NA,NA,NA
X141.959_1.379,0.89831995,0.48379194,0.930739523,0.605401179,NA,NA
X145.979_5.543,0.955433266,NA,NA,0.531227615,NA,NA
X303.232_3.023,0.610897049,0.755185231,0.583261597,0.873670428,1,0.374528773
X141.959_1.2,1,0.829182599,0.583261597,1,NA,NA
X720.444_3.034,0.955433266,0.701472598,0.583261597,0.680886284,NA,NA
X666.397_3.021,0.646606867,0.214273264,0.583261597,0.56551298,NA,NA
X251.037_0.329,0.990554217,0.635721805,0.85080376,0.396831039,NA,NA
X478.294_2.879,0.981947069,0.216128922,0.903697481,0.89724492,0.479480181,0.402924678
X141.959_1.295,0.999037849,0.261522554,0.583261597,0.995097368,NA,NA
X303.305_3.549,0.880628137,0.748123062,0.845308459,0.396831039,NA,0.362119939
X114.092_2.075,0.823766989,0.436297458,0.583261597,0.945541672,0.88717715,0.600965016
X610.406_3.059,0.805739951,0.48379194,NA,NA,NA,NA
X254.212_3.319,1,0.780981895,0.59293095,0.50442254,0.827862658,0.069182183
X692.449_3.051,0.208302398,0.878946641,0.583261597,NA,NA,NA
X141.959_1.101,0.647184557,0.48379194,0.811493863,0.56551298,NA,NA
X694.428_3.006,0.699271666,0.326386158,0.561299602,0.460467197,0.884033397,NA
X632.393_3.152,1,0.105580232,0.733163865,0.752300772,0.686125794,0.050241137
X810.601_3.479,0.989313383,0.13278466,0.978346377,0.97650554,1,0.362119939
X708.409_2.912,0.994750343,0.732112569,0.870264867,0.207861984,0.409073995,0.028014346
X114.092_0.357,0.78110896,1,1,0.832318996,1,0.463318533
X664.455_3.195,0.610897049,0.656971387,NA,NA,NA,NA
X150.059_0.3,0.403060761,0.062171737,1,0.276938046,0.019215057,0.014042367
X776.2_2.398,0.610897049,0.602414998,0.919177756,1,0.192833416,0.95516552
X245.175_3.33,0.957792364,0.339011528,0.93907718,0.56551298,0.362916318,0.03657295
X352.357_3.617,0.64156755,1,0.686496466,0.56551298,0.409073995,0.179334774
X819.378_2.399,0.551004142,0.888810374,0.966079134,0.756351542,0.319525329,0.389782676
X494.324_2.861,0.647184557,0.054957853,0.920529058,0.021515259,NA,0.463318533
X141.959_5.867,0.610897049,0.635700676,NA,1,NA,NA
X813.684_3.707,1,0.402487459,0.768559335,NA,NA,NA
X120.066_0.596,0.863752472,0.677425954,0.512230168,0.531227615,0.885685022,0.634276227
X108.045_2.395,0.874330046,0.947262705,0.774010033,0.949912751,0.453642488,0.335742689
X138.995_6.301,0.955433266,0.48379194,0.512230168,0.531227615,0.479480181,1
X706.501_3.33,0.460029929,0.701472598,NA,NA,NA,NA
