organ,LA,LVB,LVT,RA,RVB,RVT,sum_all
X138.103_4.042,0.005064414,0.003316149,0.003833973,0.005850422,0.0007665,0.001182969,0.020014427
X122.072_3.63,0.005717471,0.00426509,0.001936411,0.002763185,0.001336137,0.004078326,0.02009662
X149.024_3.081,0.000735709,0.007930964,0.000572348,0.001807542,0.00498565,0.00411316,0.020145373
X138.996_5.988,0.000809487,0.001413227,0.005630585,0.007474999,0.003580485,0.001365461,0.020274244
X856.568_3.284,0.013933319,0.000893859,0.001290402,0.004272555,0,0,0.020390135
X732.445_3.025,0.011921135,0.003458427,0.000803134,0.003716072,0,0.000544909,0.020443677
X241.155_0.442,0.006679709,0,0.0001402,0.013634032,0,0,0.020453941
X268.104_0.302,0.0001016,0.0002264,0.003426792,0,0.009120156,0.007625081,0.020500029
X1063.671_2.922,0.000201454,0.0000459,0.019795114,0.000462022,0,0,0.02050449
X703.575_5.592,0.009986716,0.001738156,0.005958253,0.001172587,0,0.001679495,0.020535207
X790.559_3.436,0.01228803,0.000900327,0.005319854,0.001436925,0,0.000640773,0.020585909
X348.071_0.332,0,0.005417669,0.00024734,0,0.013844024,0.001162539,0.020671572
X306.279_2.989,0.001750992,0.003860881,0.002293144,0.004091214,0.003016041,0.005671626,0.020683898
X819.267_2.398,0.001900263,0.003696982,0.009193067,0.001310987,0.002501798,0.002128268,0.020731365
X329.248_3.235,0.0007786,0.006103586,0.00930094,0.003777682,0.0001629,0.000611989,0.020735697
X136.062_0.301,0,0.017674107,0.001426277,0,0.000683507,0.000963911,0.020747802
X606.376_3.028,0.000452096,0,0.012711358,0.007618143,0,0,0.020781597
X850.482_2.542,0.000608502,0.016296099,0.002274065,0.0001324,0.0004647,0.00104362,0.020819386
X131.975_6.684,0.00346957,0.002335706,0.0001671,0.004801422,0.007259984,0.002984069,0.021017851
X115.076_0.738,0,0.004097098,0.004452496,0,0.006652945,0.005949161,0.0211517
X542.288_2.784,0.000671116,0.000462656,0.016096411,0.003779857,0,0.000250995,0.021261035
X703.575_3.896,0.011127887,0.000141965,0.004021159,0.005010753,0,0.001057832,0.021359596
X131.975_6.769,0.002294019,0.002754738,0.0000957,0.005428907,0.008547269,0.002317053,0.021437686
X286.311_2.902,0,0.020862211,0,0.000619193,0,0,0.021481404
X818.59_3.428,0.011609463,0.0000974,0.001602779,0.007481183,0,0.000781623,0.021572448
X113.071_2.75,0.009884888,0,0,0.011824948,0,0,0.021709836
X142.035_0.317,0,0.000256875,0.020947163,0.000522221,0,0,0.021726259
X528.311_2.928,0,0.01143562,0.001689481,0.000442151,0.003533256,0.004633429,0.021733937
X437.194_2.847,0,0,0,0,0.021751673,0,0.021751673
X138.995_6.301,0.004704718,0.000326636,0.005088395,0.009490514,0.000546008,0.00160456,0.021760831
X174.602_2.709,0,0.00530809,0,0,0.008218836,0.008249329,0.021776255
X111.04_2.713,0,0.003551446,0,0,0.012547888,0.005734128,0.021833462
X694.428_2.938,0.003794992,0.007889577,0.007447035,0.002102675,0,0.000611983,0.021846262
X776.2_2.398,0.001554059,0.004012185,0.010072727,0.000924732,0.002766876,0.002537943,0.021868522
X251.037_0.336,0,0.007911325,0,0,0.003388794,0.010608004,0.021908123
X321.315_3.572,0.007303966,0.000175789,0.00327268,0.010698202,0,0.000477416,0.021928053
X822.713_2.529,0.0000965,0.018542317,0.003020217,0.0001439,0,0.0001517,0.021954634
X258.11_0.309,0.000209723,0.000201473,0.017516672,0.004033078,0,0,0.021960946
X690.434_3.14,0.006352372,0.005342729,0.005094554,0.004218402,0.0002442,0.000800443,0.0220527
X1047.735_3.044,0.011728621,0.0001152,0.00839102,0.001981725,0,0.0000408,0.022257366
X195.994_5.715,0.006540186,0.000528105,0.003094711,0.001634966,0.008172292,0.002332137,0.022302397
X131.975_6.925,0.003083189,0.002758463,0,0.004276963,0.00937063,0.00291577,0.022405015
X114.092_0.357,0.005090773,0.001532393,0.00717934,0.007081231,0.000873452,0.000681893,0.022439082
X819.378_2.399,0.002039996,0.003542845,0.010071517,0.001338927,0.003117243,0.00237704,0.022487568
X369.351_3.996,0.008228979,0.000687341,0.006310184,0.007271897,0,0,0.022498401
X776.306_2.398,0.001982034,0.004082941,0.010146453,0.001177888,0.002886014,0.002266169,0.022541499
X830.569_3.79,0.000284479,0.001823452,0.017297979,0.003148043,0,0,0.022553953
X171.15_2.504,0.0001078,0.00905279,0.001634923,0.001664628,0.006920131,0.003262098,0.02264237
X651.132_2.339,0.006092277,0.006913933,0.004014746,0.003007466,0.0003087,0.002373629,0.022710751
X313.016_2.379,0.003651458,0.003180434,0.001180246,0.00164392,0.009162431,0.003901437,0.022719926
X830.554_3.264,0.00618319,0.002983466,0.005237678,0.007528034,0,0.000821118,0.022753486
X234.993_2.429,0,0.002535182,0,0.000996617,0.015631277,0.003742804,0.02290588
X151.098_3.979,0.005348907,0.003566351,0.004571566,0.006192648,0.002441437,0.000896186,0.023017095
X221.06_2.218,0,0.012366651,0,0,0.0010086,0.009714095,0.023089346
X898.58_3.268,0.003438052,0.005236994,0.011891521,0.002147224,0,0.000379925,0.023093716
X435.347_3.219,0.023100861,0,0,0,0,0,0.023100861
X822.462_2.529,0.0000979,0.019675666,0.002994407,0.000188281,0,0.0002357,0.023191954
X340.285_3.14,0.008764595,0.005006207,0.005520321,0.002228625,0,0.001726516,0.023246264
X326.306_3.148,0.005020992,0.003632754,0.002088628,0.00239216,0.003897784,0.006329545,0.023361863
X648.422_3.047,0.005390263,0.003434217,0.007454534,0.005768734,0.000446219,0.000893874,0.023387841
X277.216_2.857,0.004028869,0.008570549,0.006637821,0.002123101,0,0.002038468,0.023398808
X822.564_3.436,0.002257396,0.002605383,0.01495675,0.003144233,0,0.000495599,0.023459361
X608.227_2.768,0.002309741,0.003054119,0.002483255,0.005724133,0.006224388,0.003676685,0.023472321
X158.986_5.991,0.003182395,0.00063105,0.000798375,0.004659577,0.011702643,0.002523735,0.023497775
X158.962_2.581,0.000476973,0.00126837,0,0,0.015347962,0.006681889,0.023775194
X158.962_2.089,0.004115278,0.001479582,0,0.008246894,0.005327887,0.004742072,0.023911713
X251.037_0.323,0.002577012,0.00622856,0.001411208,0.002837165,0.010239631,0.000631655,0.023925231
X819.322_2.398,0.002101405,0.003871297,0.010374657,0.001567957,0.003320295,0.002796274,0.024031885
X111.969_6.387,0.005693078,0.002281095,0.003358569,0.004285174,0.004492212,0.004020509,0.024130637
X670.393_2.893,0.014390034,0.005829209,0.002519786,0.000912949,0,0.000564144,0.024216122
X198.15_2.471,0.007513341,0.004101461,0.003816002,0.002415329,0.002292351,0.004168739,0.024307223
X776.253_2.398,0.00196853,0.004509046,0.010396177,0.001082881,0.003587086,0.002866352,0.024410072
X787.668_3.596,0.009688722,0.000759342,0.003666616,0.010544939,0,0,0.024659619
X374.304_3.197,0,0,0,0,0.017823087,0.006846621,0.024669708
X564.331_3.008,0.004451363,0.00500591,0.004982516,0.007170459,0.00089337,0.00224469,0.024748308
X650.901_2.339,0.005888117,0.006807348,0.004971983,0.005023244,0.0002081,0.001861907,0.024760699
X263.146_0.316,0.003211567,0.000134637,0.017223859,0.004196106,0,0,0.024766169
X370.332_3.032,0.006574022,0.002720696,0.00351402,0.004996381,0.0000926,0.006888556,0.024786275
X596.335_2.935,0.00080628,0,0.016940584,0.006176152,0.000928065,0,0.024851081
X191.143_3.328,0,0.000614702,0.019773137,0.004555009,0,0,0.024942848
X460.269_2.772,0.011870701,0,0,0.013080867,0,0,0.024951568
X258.111_0.302,0.008597925,0.008622195,0.004455686,0.002913543,0,0.000414069,0.025003418
X298.2_2.676,0.0000533,0.002274297,0.000711753,0.000529,0.012949052,0.0085042,0.025021602
X128.118_4.636,0.013492779,0.000186649,0.001029,0.009884212,0.000460935,0,0.025053575
X438.208_2.866,0,0.006120981,0.0001115,0.00112909,0.015112594,0.002702473,0.025176638
X782.569_4.084,0.004483236,0.002927522,0.005338329,0.01214076,0,0.000298975,0.025188822
X127.087_0.448,0,0,0.025040735,0.000172356,0,0,0.025213091
X838.558_3.365,0.007430689,0.002169833,0.008515573,0.007151202,0,0,0.025267297
X134.118_0.421,0,0.007061558,0.007436264,0,0.009938134,0.000834795,0.025270751
X682.364_3.313,0,0.00286971,0,0,0.010232099,0.012313748,0.025415557
X898.58_3.329,0.003448202,0.004339189,0.015730548,0.001955158,0,0,0.025473097
X352.321_3.213,0,0.001449297,0.020062316,0.004066755,0,0,0.025578368
X340.358_3.708,0,0.010974088,0.000999815,0,0.010418242,0.003224021,0.025616166
X636.423_3.105,0.007205524,0,0.005664051,0.012940189,0,0,0.025809764
X268.227_2.861,0.000835551,0.002635043,0.000878258,0.00586171,0.009351519,0.006313579,0.02587566
X705.058_2.339,0.006575148,0.005309081,0.006051768,0.00590757,0.0001901,0.001892253,0.02592592
X108.045_2.395,0.001727616,0.004413375,0.000891008,0.003413914,0.009325546,0.006233824,0.026005283
X172.134_2.343,0.00656282,0.003474111,0.00362053,0.004983198,0.002143369,0.005417705,0.026201733
X870.548_3.337,0.006203992,0.00467916,0.011521354,0.003367755,0,0.000472506,0.026244767
X918.535_2.976,0.008671607,0.012989091,0.001790064,0.000398573,0.000119202,0.002300592,0.026269129
X703.574_3.965,0.022675018,0.0000706,0.001642053,0.001464964,0,0.00060898,0.026461615
X324.326_3.469,0.009165061,0.005163301,0.003852702,0.007874472,0.000245773,0.000182437,0.026483746
X570.282_2.995,0.000183787,0.000155459,0.021867053,0.004399543,0,0,0.026605842
X703.575_3.835,0.013071626,0.00016617,0.005458289,0.006072982,0,0.001865274,0.026634341
X439.121_2.673,0.000839935,0.012127517,0.008630111,0.002408838,0.0000405,0.00263423,0.026681131
X349.21_2.695,0,0.010886338,0.0000213,0.002199615,0.007370893,0.006232737,0.026710883
X566.345_3.09,0.000194098,0.0001,0.016293386,0.010211476,0,0,0.02679896
X142.949_0.309,0.005027653,0.003430881,0.0001238,0.003404613,0.002464478,0.012413158,0.026864583
X530.289_2.929,0.000526007,0.005684365,0.001874078,0.007616308,0.005324045,0.005864864,0.026889667
X748.527_3.807,0.000577657,0.00024788,0.015244771,0.010788021,0,0.000186322,0.027044651
X731.607_5.593,0.014850695,0.0000748,0.008289714,0.003131492,0,0.000747483,0.027094184
X852.538_3.349,0.003681989,0.006107016,0.014399465,0.002127503,0,0.000815361,0.027131334
X886.544_3.107,0.006982397,0.005780032,0.011292218,0.001715454,0.000103929,0.001330032,0.027204062
X263.081_2.774,0,0.004736106,0,0.000282652,0.015071948,0.007323975,0.027414681
X705.308_2.339,0.007001224,0.005707641,0.00643029,0.006227409,0.00026383,0.00181322,0.027443614
X879.004_2.556,0.001385249,0.016352133,0.003045154,0.0005167,0.002946814,0.003349004,0.027595054
X122.072_3.691,0.003888611,0.007702858,0.001219851,0.000663372,0.004730831,0.009668541,0.027874064
X879.255_2.556,0.001383746,0.016750868,0.003043177,0.0004419,0.002973418,0.00336843,0.027961539
X666.433_3.092,0.017694581,0,0.002494513,0.007999715,0,0,0.028188809
X141.959_6.543,0.010632821,0.005472324,0.002444173,0.009198492,0,0.000667386,0.028415196
X141.959_6.954,0.01028117,0.002527242,0.00237641,0.012844586,0,0.000475347,0.028504755
X100.076_2.554,0.001227721,0,0.025204435,0.002168418,0,0,0.028600574
X397.379_3.191,0.007987329,0.0002125,0.001457103,0.009988121,0.002442661,0.006522675,0.028610389
X114.092_2.659,0.006533687,0.003759408,0.004151107,0.004353938,0.005296192,0.004636981,0.028731313
X900.524_2.999,0.010620506,0.009534272,0.005249473,0.001907024,0,0.001483854,0.028795129
X638.402_3.085,0,0.000463742,0.00626864,0.022072916,0,0,0.028805298
X708.409_2.912,0.008577032,0.010663082,0.006343812,0.001041479,0.000162901,0.002053145,0.028841451
X902.539_3.065,0.004814319,0.008441563,0.010579551,0.002656044,0.000489594,0.001912538,0.028893609
X786.601_3.279,0.007286079,0.00780034,0.009620312,0.002209326,0,0.00199883,0.028914887
X652.418_3.078,0.013485492,0.005041692,0.003254901,0.005765153,0,0.001414996,0.028962234
X191.144_3.306,0,0.001254557,0,0,0.011734929,0.016005347,0.028994833
X686.439_3.122,0.009018901,0.006736589,0.009838229,0.003548607,0,0,0.029142326
X276.02_2.431,0,0.003845248,0,0.001678512,0.01951186,0.004218231,0.029253851
X221.06_2.264,0,0.017112402,0,0,0,0.012153989,0.029266391
X155.991_6.367,0.005544071,0.004168188,0.005362793,0.002970574,0.005813777,0.005407692,0.029267095
X534.286_3.175,0.0003268,0.0000752,0.000630118,0.005059542,0.017970498,0.005226883,0.029289041
X283.118_2.713,0.013892257,0.005206171,0.003387408,0.005005686,0.000047,0.001777942,0.029316464
X652.418_3.02,0.009360221,0.005852173,0.004699108,0.006278574,0.0004088,0.002782829,0.029381705
X107.061_4.761,0.003883528,0.005560982,0.002982125,0.004231779,0.007412259,0.005515695,0.029586368
X306.279_3.212,0.0011146,0.005416156,0.00292697,0.004943765,0.008460781,0.006839508,0.02970178
X884.529_3.074,0.005719577,0.013347219,0.00505787,0.001468378,0.00013307,0.004045456,0.02977157
X182.082_0.405,0.010373908,0.010786115,0.001741457,0.005786039,0.000333791,0.000832355,0.029853665
X694.465_3.135,0.026586341,0,0.0001307,0.002831919,0,0.000316073,0.029865033
X149.082_4.314,0.006201852,0.005046072,0.004774644,0.008044966,0.00257428,0.003298404,0.029940218
X149.082_4.27,0.005462168,0.003439286,0.00486752,0.007585375,0.00437664,0.004239189,0.029970178
X834.602_3.269,0,0.006214212,0.019361292,0,0.003576508,0.000833546,0.029985558
X1135.672_2.89,0.0000988,0.004401382,0.025314216,0.000236422,0,0.0000538,0.03010462
X202.109_5.277,0.0038695,0.005224051,0.002786362,0.005291146,0.006192332,0.0067495,0.030112891
X312.327_3.55,0,0.011493543,0,0,0.009656762,0.009011377,0.030161682
X776.578_3.558,0.030240718,0,0,0.000108556,0,0,0.030349274
X902.54_3.008,0.00584197,0.015543909,0.003726542,0.001371879,0.000144508,0.003762887,0.030391695
X209.177_3.331,0.014852365,0,0.0119718,0.003570261,0,0,0.030394426
X138.996_6.184,0.007800061,0.00055749,0.005317757,0.008470227,0.001023059,0.007299711,0.030468305
X143.04_2.217,0,0.008455486,0.001965138,0,0.016218406,0.003860768,0.030499798
X253.009_0.331,0.007100704,0.002411552,0.004358515,0.007404021,0.0050855,0.004215955,0.030576247
X806.57_4.101,0.001640515,0.016490083,0.010713184,0,0,0.001779412,0.030623194
X907.276_2.579,0.000936748,0.011318263,0.00217478,0.000324,0.01031053,0.005567549,0.03063187
X126.022_0.443,0.009382472,0.021462659,0,0,0,0,0.030845131
X141.959_6.859,0.007490169,0.002902275,0.002708776,0.017706567,0,0.000213783,0.03102157
X786.602_5.6,0.005512002,0.003651693,0.010063305,0.004762749,0,0.007210833,0.031200582
X141.959_6.151,0.016659765,0.000412683,0.004130339,0.009538628,0,0.000629772,0.031371187
X676.454_3.145,0.013401008,0.004018872,0.004616489,0.007116704,0.000659071,0.001583775,0.031395919
X417.337_3.233,0.031255306,0,0,0,0,0.000175717,0.031431023
X870.55_3.27,0,0.010040831,0.020558133,0,0,0.000840136,0.0314391
X141.959_6.766,0.008983077,0.002991741,0.002165976,0.016915011,0,0.000414753,0.031470558
X182.081_0.418,0.008658353,0,0.011995234,0.010822256,0,0,0.031475843
X682.429_3.009,0.004228052,0.009627206,0.012513602,0.003687589,0.000054,0.001475227,0.031585676
X232.191_2.63,0.004519602,0.008548429,0.00800428,0.002000618,0.003327245,0.005195806,0.03159598
X528.309_2.923,0.000871138,0.000975273,0.022011402,0.007597137,0.000256569,0,0.031711519
X482.361_2.958,0.013182388,0.00480216,0.007198103,0.004955082,0,0.001719945,0.031857678
X138.103_4.297,0.008573958,0.003107056,0.003806763,0.013085884,0.000922325,0.002557793,0.032053779
X254.094_2.766,0,0.002913625,0,0,0.006026664,0.023131436,0.032071725
X256.227_3.318,0.015534996,0.004116166,0.004787745,0.00334799,0.003158064,0.001261275,0.032206236
X624.386_3.068,0,0,0,0.032311414,0,0,0.032311414
X788.616_3.75,0.019794239,0.000520375,0.002804795,0.008202215,0,0.001264346,0.03258597
X150.058_0.302,0,0,0.031658034,0.000968049,0,0,0.032626083
X680.45_3.157,0.012485892,0.003987192,0.005411269,0.007413471,0.00050603,0.002932903,0.032736757
X293.211_2.931,0.004169164,0.012303195,0.010834004,0.002288299,0,0.003375132,0.032969794
X638.404_3.065,0,0.009735668,0.000820876,0,0.003731809,0.018757785,0.033046138
X651.054_2.339,0.007610853,0.008965721,0.006791099,0.006511602,0.0005357,0.002979166,0.033394141
X907.526_2.579,0.001041167,0.012098343,0.002256602,0.000450021,0.011295555,0.006286768,0.033428456
X705.225_2.339,0.008883455,0.006884928,0.007554089,0.007689725,0.0002169,0.002212564,0.033441661
X518.322_2.93,0.005242877,0.004788665,0.017705515,0.004390346,0.001346767,0,0.03347417
X834.601_4.227,0.006962386,0.000463093,0.020884994,0.004631788,0,0.000535901,0.033478162
X510.356_2.983,0.016374103,0.007547607,0.002426137,0.005457473,0.000049,0.001775157,0.033629477
X296.258_2.976,0.008822852,0.006262503,0.007308174,0.011273544,0,0,0.033667073
X650.978_2.339,0.007817048,0.008964438,0.006664738,0.006433886,0.000817183,0.003020725,0.033718018
X834.601_3.352,0,0.004310745,0.025193466,0.00286109,0.000891332,0.000729689,0.033986322
X149.082_4.366,0.008549667,0.004774002,0.002303901,0.008026123,0.006493309,0.003842863,0.033989865
X854.553_3.251,0.011028285,0.002721976,0.007495013,0.011289763,0,0.001473916,0.034008953
X149.082_4.427,0.007741591,0.004046646,0.001926797,0.008062323,0.006456506,0.005973971,0.034207834
X313.144_3.062,0.002074525,0.00920267,0.004650472,0.005403716,0.007271861,0.005649203,0.034252447
X705.141_2.339,0.008576383,0.007234409,0.007942667,0.007880833,0.0003633,0.002300963,0.034298555
X261.033_2.464,0,0.008989019,0,0.002848485,0.007274088,0.015252403,0.034363995
X638.403_2.987,0.004282256,0.01169692,0.010155435,0.000753695,0.001394048,0.006087133,0.034369487
X590.322_2.887,0.0003102,0.015436316,0.0093518,0.000462866,0.004235026,0.004605284,0.034401492
X251.037_0.329,0.008114273,0.0000216,0.017000968,0.009372952,0,0,0.034509793
X376.319_3.262,0,0.002915481,0.001806142,0.0001551,0.011495069,0.018148166,0.034519958
X327.228_2.699,0,0.013488831,0.000239,0.00905461,0.006343702,0.005479958,0.034606101
X102.092_0.611,0.002565271,0.002356555,0.003048359,0.003564972,0.012973915,0.01061096,0.035120032
X334.31_3.1,0.007261949,0,0.010380513,0.017757892,0,0,0.035400354
X834.601_4.172,0.005211686,0.000592848,0.023837471,0.005864562,0,0,0.035506567
X114.092_2.607,0.006655326,0.00358383,0.007374075,0.002374408,0.007533368,0.008084995,0.035606002
X774.564_3.587,0.034016048,0.00014542,0.00048798,0.001064773,0,0.0000551,0.035769321
X868.534_3.116,0.006722094,0.012980555,0.013604146,0.00112823,0,0.001397994,0.035833019
X870.549_3.151,0.005450229,0.012032116,0.011921579,0.003449107,0.000562474,0.002634169,0.036049674
X682.363_3.329,0.007092104,0.003318389,0.01086719,0.014537477,0.000105829,0.000298436,0.036219425
X156.991_6.033,0.011168455,0,0,0.017421039,0.004179496,0.003595774,0.036364764
X584.336_2.769,0.002511241,0.011084593,0.015234739,0.001502632,0.000427579,0.005617229,0.036378013
X790.537_3.75,0.000366242,0.000898483,0.022837698,0.012661421,0,0,0.036763844
X870.548_3.287,0.004545426,0.00354208,0.025326239,0.003449701,0,0,0.036863446
X128.118_4.242,0.013146158,0.001653315,0.00441966,0.016687407,0.000995817,0.000196617,0.037098974
X412.211_2.304,0.010352787,0.004421435,0.011394244,0.005865065,0,0.005086346,0.037119877
X425.137_2.847,0,0,0,0,0.007534562,0.0297771,0.037311662
X107.061_4.811,0.004997807,0.005867648,0.003170208,0.006482723,0.006729939,0.010120809,0.037369134
X296.259_2.971,0,0.004147789,0,0,0.015628809,0.017634981,0.037411579
X810.602_5.596,0.004787728,0.016821243,0.007003348,0.006967263,0,0.001953284,0.037532866
X718.429_3.009,0.013214201,0.010545494,0.004776333,0.005306929,0.000261945,0.003432248,0.03753715
X478.293_2.885,0,0,0.03783084,0,0,0,0.03783084
X114.092_0.571,0.006256724,0.003395661,0.006871139,0.005200906,0.007315176,0.008880384,0.03791999
X810.6_4.289,0.004358521,0,0.005978215,0.027620703,0,0,0.037957439
X128.118_5.106,0.016525261,0.000139287,0.00023669,0.02068336,0.00049554,0,0.038080138
X369.352_3.929,0.005527763,0.021201382,0,0.002951955,0.00320609,0.005232154,0.038119344
X652.382_2.947,0.01805404,0.000225218,0.011262587,0.008599785,0,0,0.03814163
X676.419_3.043,0.012022352,0.009948815,0.006347247,0.003940875,0.002106494,0.0037944,0.038160183
X114.092_0.859,0.002900364,0.004363818,0.008019506,0.004577581,0.008556433,0.009762482,0.038180184
X158.986_5.846,0.007995828,0.006914885,0.002517148,0.00054916,0.014182416,0.006029978,0.038189415
X114.092_6.41,0.004614773,0.004756405,0.007851163,0.005336045,0.008225587,0.00761954,0.038403513
X221.06_2.259,0,0.002869545,0,0,0.001156267,0.034396739,0.038422551
X792.553_3.906,0.002421527,0.000731113,0.015426316,0.019890908,0,0.000310199,0.038780063
X810.601_5.6,0.004234638,0.000215588,0.029117875,0.005330127,0,0.000112369,0.039010597
X650.438_3.126,0,0.000475294,0.008118059,0.03054742,0,0,0.039140773
X308.295_3.309,0,0.005839784,0.009684562,0.023758647,0,0,0.039282993
X114.092_0.517,0.00504733,0.0075401,0.006317521,0.004989622,0.009868382,0.005554725,0.03931768
X374.303_3.189,0.000449236,0.005105531,0.003857185,0.000959445,0.006447266,0.022516723,0.039335386
X100.076_0.584,0,0.010103477,0.002845823,0.000872334,0.015245807,0.010521545,0.039588986
X233.581_2.765,0,0.001967546,0,0,0.007580558,0.030308041,0.039856145
X289.014_2.395,0.003077283,0.005452333,0.005222342,0.006149074,0.012427914,0.007696253,0.040025199
X678.469_3.244,0.019018091,0.000486498,0.00184836,0.018721119,0,0,0.040074068
X688.455_3.179,0.025792471,0.002874066,0.003604533,0.006925148,0,0.000946494,0.040142712
X114.092_1.255,0.004681683,0.005738102,0.008546866,0.004633335,0.008429239,0.008128393,0.040157618
X397.181_2.866,0,0.00964414,0.0002359,0.002161196,0.023431646,0.004720904,0.040193786
X112.087_3.966,0.009930354,0.006078416,0.009052614,0.010205243,0.00399266,0.000964948,0.040224235
X558.283_2.723,0.0001385,0.015565421,0.020401086,0.002632412,0.0001047,0.001839598,0.040681717
X112.087_4.125,0.010484037,0.00555585,0.006120662,0.0145958,0.003571377,0.00059634,0.040924066
X238.1_2.254,0,0,0,0,0.04096795,0,0.04096795
X142.948_0.306,0.016703932,0.0000886,0.005861921,0.018187178,0.0001458,0,0.040987431
X149.082_4.534,0.010320322,0.004057721,0.003890599,0.010746845,0.006923867,0.005130313,0.041069667
X696.445_3.083,0.0066839,0.010266517,0.016994593,0.004797957,0.0001476,0.002269223,0.04115979
X524.278_2.709,0.000996022,0.015946664,0.01839717,0.005459523,0.000126076,0.000332092,0.041257547
X147.113_0.484,0,0,0,0,0.02160741,0.019807452,0.041414862
X136.087_3.922,0.003871566,0.009080146,0.005845289,0.003150672,0.00947568,0.010038256,0.041461609
X622.407_3.119,0.004262537,0,0.003235852,0.03399394,0,0,0.041492329
X242.212_2.78,0.004609174,0.008796383,0.007278171,0.004022624,0.009305833,0.00749039,0.041502575
X114.092_2.178,0.00390963,0.005311646,0.005371868,0.003503353,0.012238122,0.011490818,0.041825437
X554.31_2.942,0.015844178,0.010394777,0.007111638,0.003414268,0.001364238,0.003793933,0.041923032
X600.33_2.731,0.001349517,0.014774533,0.024717206,0.000545245,0.000398072,0.000172073,0.041956646
X156.011_2.394,0.003803156,0.007027284,0.000703033,0.003179538,0.016130698,0.011114518,0.041958227
X122.072_3.9,0.002898617,0.006967456,0.005733981,0.007727366,0.006358311,0.012348843,0.042034574
X385.346_3.54,0.031208532,0.001256738,0.004053107,0.004494392,0,0.00103413,0.042046899
X111.092_3.973,0.012545193,0.003265964,0.007910767,0.012862143,0.004106179,0.001383719,0.042073965
X708.445_3.006,0.009382874,0.011348392,0.016525915,0.002790773,0.0000443,0.002083967,0.042176221
X768.553_4.007,0.001964893,0.0000872,0.012886405,0.026078924,0,0.001301293,0.042318715
X114.092_1.494,0.004147226,0.006299375,0.007980557,0.004440602,0.010129226,0.009413269,0.042410255
X114.092_1.761,0.004284538,0.007555914,0.007023596,0.003985564,0.011166952,0.008414785,0.042431349
X870.549_3.116,0.010463456,0.012460181,0.0105859,0.008422752,0,0.000563531,0.04249582
X141.959_6.49,0.015863788,0.003588211,0.005535978,0.016646698,0,0.000979526,0.042614201
X140.082_5.513,0.001688554,0.007716411,0.002179481,0.008292593,0.002487452,0.020367458,0.042731949
X109.023_6.436,0.003168068,0.00946419,0.000318869,0.002794294,0.024330858,0.002782016,0.042858295
X138.996_6.048,0.003239839,0.0000963,0.004123766,0.020020489,0.008544855,0.006942622,0.042967871
X734.569_5.603,0.010774779,0,0.019623802,0.012627746,0,0,0.043026327
X886.545_3.051,0.004191294,0.01960014,0.012705887,0.000214587,0.000318279,0.006059649,0.043089836
X149.082_4.735,0.010224819,0.003305461,0.004621426,0.01194964,0.006066262,0.00693606,0.043103668
X880.569_3.352,0.011500477,0.006550629,0.020286097,0.004798816,0,0,0.043136019
X307.004_2.393,0,0.004715194,0.001403108,0.000470816,0.023875448,0.012807062,0.043271628
X758.571_5.594,0.002723841,0.01675382,0.020508318,0.000436397,0.000122126,0.0030806,0.043625102
X366.373_3.76,0.016640488,0.003973493,0.00646185,0.012469327,0.003422719,0.000659446,0.043627323
X620.393_3.029,0.010025198,0.006015408,0.004252817,0.007621984,0.01073363,0.0049786,0.043627637
X398.033_0.301,0.012238825,0.000981645,0.016576844,0.014091675,0,0,0.043888989
X114.092_1.058,0.004366006,0.005310574,0.005654885,0.004581033,0.011712501,0.012305989,0.043930988
X668.413_2.991,0.0078178,0.000499783,0.02858071,0.006409714,0.000543039,0.000288746,0.044139792
X208.17_3.328.1,0,0.001134864,0.033178409,0.010205085,0,0,0.044518358
X100.076_2.546,0.017446969,0.005608707,0.005216784,0.000315125,0.008330938,0.008387493,0.045306016
X198.185_3.33,0,0.00106469,0.034658269,0.00963929,0,0,0.045362249
X138.996_5.905,0.006695331,0.000374043,0.000872474,0.005554523,0.02503931,0.006885649,0.04542133
X230.248_2.715,0.000873422,0.037321514,0.000487372,0.001138071,0.005115671,0.000581513,0.045517563
X385.346_3.401,0.039791565,0.000119326,0.000999637,0.004660223,0,0,0.045570751
X838.559_3.424,0.004366789,0.008646538,0.028923329,0.002787564,0,0.000862744,0.045586964
X518.323_2.92,0,0.013632892,0.004175738,0.000275478,0.008160924,0.019455545,0.045700577
X415.14_2.768,0.003790903,0.007555314,0.000559625,0.0053162,0.016773586,0.011800258,0.045795886
X114.092_0.768,0.005017862,0.006696299,0.00828014,0.004943684,0.008838487,0.012120541,0.045897013
X758.569_4.024,0.001883562,0,0.017584581,0.026771821,0,0,0.046239964
X352.321_3.202,0.00253771,0,0.006496549,0.037245631,0,0,0.04627989
X149.082_4.832,0.00887544,0.006101879,0.003499362,0.010541463,0.009866907,0.007652555,0.046537606
X734.571_5.604,0.021498434,0.007496825,0.006781062,0.003721257,0,0.007138511,0.046636089
X149.082_4.686,0.01131643,0.00535553,0.005125381,0.010437321,0.008918945,0.005519368,0.046672975
X145.098_0.583,0,0.009266258,0.002511792,0,0.017818151,0.017112286,0.046708487
X109.023_5.957,0.002151472,0.004720501,0.011286799,0.008416792,0.01477888,0.005539144,0.046893588
X596.336_2.927,0,0.02392001,0.00080853,0,0.01601773,0.006830107,0.047576377
