MouseID,Treatmentgroup,Heart.Weight..Body.Weight,Liver.Weight..Body.Weight,Ejection.Fraction,PR.Interval..s.,QTc..s.,P.Amplitude..V.,CD3.CD8.IFNg.,X440.337_2.765,X442.353_2.823,X105.07_2.767,X119.049_2.765,X128.018_0.344,X136.062_0.301,X136.097_0.551,X137.046_0.35,X137.046_0.42,X203.007_0.309,X249.112_2.768,X251.037_0.323,X256.264_3.225,X258.207_2.775,X267.123_2.767,X285.133_2.768,X291.146_2.39,X296.258_2.976,X301.115_0.328,X301.115_0.413,X324.327_3.455,X351.217_2.741,X352.306_2.997,X369.17_2.767,X380.993_2.164,X386.717_2.856,X387.193_2.842,X396.332_2.991,X397.22_2.071,X400.97_2.127,X416.337_2.79,X420.899_2.103,X426.484_2.164,X430.223_2.769,X440.359_2.985,X458.23_2.165,X466.25_2.226,X475.989_2.164,X476.24_2.164,X484.385_2.982,X489.228_2.768,X494.325_2.865,X570.357_2.934,X580.362_2.984,X599.241_2.765,X604.362_2.948,X620.356_2.913,X682.363_3.329,X682.364_3.313,X764.524_3.729,X790.38_2.768,X792.329_2.764,X795.335_2.768,X811.309_2.773
551,Group1C,0.006666667,0.053333333,53.4892915,0.03422,0.04681,0.1194,0.0056,0,0,0.00251616,3.13E-05,0,0.001240799,0,0.01911314,0.010195979,0,0,2.86E-05,0.000926279,0.002986212,0.002225834,0.00120278,0.000232052,0.000376733,0.00039747,0.000146427,0,0.000159126,0,0.000514983,0.000220222,7.27E-05,0.000128215,0,7.66E-05,0.000109727,0,0.000111057,3.94E-05,7.46E-05,2.93E-05,0.000225861,0.000193316,0.000981579,0.001061073,2.65E-05,0.000991948,0,0.002339891,0,0.000127604,0.000739641,0.000276132,0.000228511,0,7.20E-05,0.00117513,0,0.000812222,0.000120914
552,Group1C,0.007058824,0.053333333,54.5301705,0.03673,0.04267,0.1812,0.003,0,0,0.002025665,0,0,0.001652943,0,0.017704314,0.018068934,0,0,4.25E-05,0.001182989,0.003054703,0.001831201,0.000830523,0.000688726,0.000409184,0.00030011,0.000309436,0,8.40E-05,0,0.000391222,0.00015997,0.000135669,0.000285921,5.84E-05,0,0.000112891,0,0.000157256,7.93E-05,0,0,0.000100601,0.000141854,0.000952063,0.001024987,0,0.000676572,0.00054693,0.001997306,0.009601653,6.35E-05,0.000765701,0.000361806,0.000277571,0,0.000114613,0.00070088,0,0.000498314,9.26E-05
553,Group1C,0.007258065,0.055241935,59.077865,0.02874,0.04356,0.05771,0.0077,0,0,0.001893397,0,0,0.001441242,0,0.021558078,0.014816133,0.000160445,0,0.000670157,0.000940643,0.003435566,0.001554281,0.00069438,0.00066612,0.00032913,0.000403296,0.000241899,0,7.84E-05,0,0.000431969,0.000226195,7.99E-05,0.00020675,0,0.000204909,0.000172232,0,0.000181314,0.000199423,0,0,0.000324889,0.000237773,0.001441242,0.001501799,0,0.000411784,0,0.00233344,0.009325686,0,0.000904309,0.000536933,0,0.000243387,2.97E-05,0.000637861,0,0.000440043,8.13E-05
554,Group1C,0.006726457,0.051569507,51.9179445,0.03835,0.04182,0.09241,0.0143,0,0,0.003391941,7.31E-05,0,0.000702238,0,0.014000589,0.006757382,0.000191529,0,0,0.000843569,0.004363591,0.002879616,0.00155464,0,0.000398433,0,8.59E-05,0,0,0,0.000711071,0.000126657,0,0.000155741,0,0,0,0,0,4.63E-05,0.000126258,0,5.35E-05,6.91E-05,0.000666905,0.000697821,0,0.001475141,0.000278835,0.00136031,0,0.000256378,0.000640406,0.000140963,0.000309837,0,3.75E-05,0.001488391,3.48E-05,0.000993733,0.000129137
555,Group1C,0.005860806,0.054578755,64.9008225,0.03762,0.04483,0.1079,0.0054,2.32E-05,0,0.002668096,0,0,0.00072154,0,0.014013916,0.01289152,0.000222743,6.54E-05,0.000464993,0.000724747,0.001892039,0.002312136,0.001263497,0.000394442,0.00026581,0.000336719,0.000214518,0,9.50E-05,0,0.000689472,0.000133059,0.000122785,0.000137225,3.12E-05,6.91E-05,8.17E-05,5.47E-05,9.63E-05,0.000125664,9.03E-05,3.31E-05,0.000159438,0.000118856,0.000865848,0.000936399,0,0.001706042,0,0.001683594,0.008434004,0.000192285,0.000567612,0.000327098,0,8.18E-05,0.001577768,0.001651526,3.50E-05,0.000929985,0.00013598
581,Group3E,0.005726872,0.057268722,55.495585,0.03765,0.05897,0.199,2.00E-04,0.00014478,0.000114394,0.003203513,0.000128479,0.000138911,0,4.87E-05,0.008895191,0.011818785,0,5.15E-05,2.38E-05,0,0.001816361,0.002808517,0.001489789,0.00075267,0.000342123,0.000246942,0.000182131,9.29E-05,0.000214048,0,0.000867748,0,2.79E-05,3.51E-05,0,0,0,0.000227321,5.02E-05,0,0.000122803,0,0,0,0.000111827,0.000124299,0,0.00195632,0.000618931,0.001188099,0.007837721,0.000221365,0.000534956,0.000413657,0,0.000190736,0.000184619,0.001623528,0,0.000945503,0.000217402
582,Group3E,0.006511628,0.058604651,63.235549,0.0416,0.04984,0.08845,0,0.000234902,0.000152511,0.003154399,0.000108881,5.46E-05,0.000140447,0.000157467,0.007203662,0.006196939,0,8.32E-05,0,0.000680097,0.001590622,0.002550365,0.001380329,0,0,0.000148275,9.45E-05,0,1.99E-05,0,0.000767347,0,0,0,1.99E-05,1.28E-05,0,0.000237139,2.24E-05,2.43E-05,0.00012479,1.94E-05,0,0,0.000172834,0.000190694,0,0.002024632,0.000420586,0.002064901,0.005704764,0.000268459,0.000342286,7.69E-05,0,0.000165649,0.00037808,0.00167116,7.38E-05,0.001031332,0.000176385
583,Group3E,0.004705882,0.056862745,68.7612665,0.0378,0.04145,0.1093,0.0015,0.000140741,0.000128018,0.003181185,0.000127449,6.30E-05,4.37E-05,8.08E-05,0.006556007,0.007717831,0.000100024,7.89E-05,0.000213059,0,0.00143015,0.002766248,0.001463345,0.000127601,0,0.000154067,6.10E-05,0,5.63E-05,0,0.000882433,0,0,0,7.53E-05,0,0,0.000151898,2.95E-05,0,0.000129614,4.23E-05,0,0,0.000140319,0.000143734,7.25E-05,0.002680494,0.00037621,0.001668047,0.006417694,0.000318118,0.000542185,0.000184548,0,5.17E-05,0.001618255,0.002251726,9.44E-05,0.001103733,9.61E-05
584,Group3E,0.006666667,0.060740741,76.9397435,0.03726,0.05197,0.1125,0.0059,0.00018981,0.000166951,0.004219694,0.000194733,0.000115753,0.000314353,0,0.00917571,0.008382747,0,0.000107251,0,0,0.001427333,0.003511691,0.001877622,0.000253272,0.000264772,0.000181312,0.0001144,1.56E-05,0,2.17E-05,0.001237588,2.94E-05,0,0,8.52E-05,0,0,0.00025797,3.17E-05,3.12E-05,0.000214733,6.01E-05,2.74E-05,0,0.000267158,0.000283201,5.32E-05,0.003285131,0.000331345,0.001486805,0.00614546,0.000399313,0.000404977,0.0002282,0,0.000177511,8.23E-05,0.002483672,6.97E-05,0.001435829,0.000237145
585,Group3E,0.0076,0.062,85.5267555,0.03709,0.04213,0.1389,0.003,0.000263209,0.000169383,0.004127403,0.00013262,0.000103152,0.000167028,0.000251822,0.006437517,0.011950989,0,7.78E-05,0,0,0.002266992,0.003480572,0.00203598,2.91E-05,0.000311095,0.000145727,0.000207815,0,2.80E-05,3.61E-05,0.001127336,0,0,4.83E-05,0.000110284,0,0,0.000341897,5.26E-05,2.93E-05,0.000128879,0.000118036,2.49E-05,0,0.000197073,0.000170088,7.38E-05,0.003357365,0.000341897,0.001694084,0.00871683,0.000388099,0.000588309,0.000174824,0,0.00025423,0.000180185,0.002624289,0.000105303,0.001475393,0.000225354
611,Group9,0.006382979,0.06,47.4829395,0.03816,0.04239,0.133,3.00E-04,8.25E-05,8.95E-05,0.003922505,0.000144515,0,0.00026546,0,0.00838398,0.006287985,0,9.84E-05,0,0.000544959,0.002602028,0.003054164,0.001589962,2.66E-05,0,0.000129429,0,2.99E-05,8.48E-05,0,0.000958169,9.95E-05,0,9.70E-05,6.57E-05,6.68E-05,6.02E-05,0.000116328,9.23E-05,9.05E-05,0.000161423,3.50E-05,0.000107409,9.00E-05,0.000625804,0.000679701,2.93E-05,0.002506211,0.00029897,0.000943198,0.009491864,0.000314399,0.000619816,0.000298514,0,0.000245309,0.000329371,0.001928315,7.57E-05,0.001254603,0.000139494
612,Group9,0.007296137,0.056652361,62.1780775,0.038,0.04372,0.1077,-0.0053,0,0,0.005424795,0.000169238,0.000258005,0,0,0.013286151,0.006482171,0,0.000101462,0,0.000352534,0.003732995,0.004565103,0.00240438,0,0,0,0.000126907,0,0,0,0.001498715,0,0,0.000153015,4.33E-05,0,0,4.62E-05,0,0,0.000164806,8.13E-05,0,0,0.000173829,0.000178606,7.61E-05,0.0037238,0.0001591,0.000319131,0.011906966,0.000407544,0.000588452,0.000125678,0,0.000156795,0,0.002790552,0.000104305,0.001986027,0.000150506
613,Group9,0.005217391,0.056956522,60.4921355,0.03235,0.05015,0.06655,0.003,0.000153394,0.000101207,0.003141117,0.000100816,5.31E-05,0.000292405,0,0.009675311,0.008801845,0,2.87E-05,0,0,0.001760369,0.002556566,0.001273244,0.000325785,0,0.000209418,0.000101414,9.96E-05,6.62E-05,0,0.000812995,0,2.71E-05,0.000114432,0,0,0,0.000231344,3.44E-05,3.50E-05,0.000123176,0,0,0,8.05E-05,0.000131356,0,0.00175701,0.000450171,0.002099677,0.00876825,0.000234392,0.000853309,0.000352746,0,0.00017006,0.000126879,0.001471454,2.97E-05,0.000950734,0.000175991
614,Group9,0.005220884,0.058634538,76.122708,0.04185,0.04998,0.09401,0.0013,5.52E-05,7.60E-05,0.003303506,8.91E-05,0,0.00042342,0,0.013204058,0.012157699,0,0,0,0.000125373,0.003567587,0.002815205,0.001325388,0.000296436,0,0.000212757,0,0,0.000268693,0,0.00059792,0,0,0.000267061,0,9.66E-05,4.56E-05,0.000257486,0.000154444,7.90E-05,9.91E-05,0,7.47E-05,0,0.000396682,0.000399083,0,0.000837087,0.000712521,0.001733967,0.012556312,5.80E-05,0.001081238,0.00052318,0,0.000225384,0,0.000966637,0,0.000627816,9.58E-05
615,Group9,0.005217391,0.056956522,55.533844,0.03867,0.04432,0.14,0.007,0.000139809,0.000132289,0.001476878,0,9.74E-05,0.000168995,0,0.011418453,0.013469672,0.000228317,0,0.000574341,0.000858093,0.002529837,0.001240988,0.000611947,8.53E-05,0,0.000302334,0.000187051,0,3.27E-05,0,0.000276581,3.45E-05,0,0.000142264,0,0,0,6.97E-05,4.66E-05,3.50E-05,3.40E-05,0,0,2.95E-05,0.000235209,0.000241193,0,0.000410244,0.000323097,0.001152101,0.00895699,0,0.000793138,0.000323081,0,4.43E-05,0.000581179,0.000632459,0,0.000298204,3.43E-05
631,Group15,0.00720339,0.053813559,58.692064,0.04255,0.04088,0.09783,-0.0012,0.000286429,0.000271626,0.005239874,0.000193567,0,0.000135214,0,0.013996443,0.00724439,6.76E-05,0.000160405,0,0,0.001262493,0.004395868,0.002634004,0.000622455,0,0.000153428,0,0.000801806,3.90E-05,6.74E-05,0.001536795,8.73E-05,7.98E-05,0,0.000126836,3.73E-05,4.06E-05,0.000534538,0.000121747,0.000101805,0.000214529,0.00012043,0.00010927,5.65E-05,0.000439587,0.000464204,0.000113126,0.004993706,0.000310167,0.001062042,0.009811577,0.000481787,0.000611905,0.00039387,0,7.16E-05,0.000812356,0.003150958,0.000176765,0.002022099,0.000231479
632,Group15,0.0064,0.0616,73.26804,0.0381,0.0453,0.1181,-0.0032,0.000153336,0.000179447,0.00443898,0.000184756,0.00012669,0.000352842,0.000304468,0.010129979,0.009845429,0,0.000107326,0,0,0.001152427,0.003670695,0.002014614,0.000472353,0,0.000183308,0.0001328,0.000406906,4.95E-05,2.45E-05,0.00125202,3.28E-05,6.24E-05,0,6.31E-05,0,0,0.000330078,8.70E-05,4.30E-05,0.000161892,0.000101067,3.75E-05,0,0.000257359,0.000355687,3.34E-05,0.003556875,0.00037276,0.001291857,0.008166584,0.000395524,0.000520726,0.00031585,0,0.000190062,0.001266247,0.002259327,7.59E-05,0.001573561,0.000242717
633,Group15,0.007692308,0.051282051,62.214771,0.03686,0.05432,0.1102,0.0018,0.000142754,0.000129207,0.00398613,0,5.22E-05,0.000475764,0.000206789,0.009868887,0.014401504,0.000253538,8.77E-05,0.000401828,0.000912952,0.00106404,0.003050676,0.001620169,0.000655783,0,0.000306893,0.000283549,0,8.14E-05,3.83E-05,0.000916167,0,8.95E-05,0,5.38E-05,0,0,0.000209134,5.91E-05,0,0.000174929,8.72E-05,0,2.97E-05,0.000298379,0.0003158,4.28E-05,0.002391678,0,0.001269775,0.008872355,0.000304929,0.000739363,0.000427545,0,7.49E-05,0,0.00258777,9.78E-05,0.001202268,0.000195685
634,Group15,0.00620155,0.053488372,51.880843,0.03771,0.04924,0.1116,5.00E-04,0.000171873,0.000366918,0.004361477,0.000155738,0.000133498,0.000139805,0.000380764,0.013049817,0.007303744,0,9.49E-05,0,0.000356533,0.001806898,0.003703794,0.001959203,0.000322369,0,0.000185565,0,8.82E-05,3.21E-05,2.65E-05,0.00113883,0,0,9.48E-05,6.48E-05,0,0,0.000274104,4.56E-05,0,0.00014616,6.35E-05,0,3.53E-05,0.000322937,0.000339101,5.91E-05,0.002260353,0.00039461,0.001259982,0.007822967,0.000294998,0.000799604,0.000253196,0,0.000206465,0.00048807,0.002506119,4.59E-05,0.001502287,0.000176801
635,Group15,0.006306306,0.055405405,37.727196,0.03742,0.04289,0.1015,0.0026,0,0,0.004631478,0.000154865,0.000220112,0.000168725,0.000290793,0.012449184,0.008871832,0,3.82E-05,0,0,0.002198879,0.003973245,0.002022396,3.93E-05,0,7.29E-05,0,0.000115726,0,0,0.001139983,0,0,0.000107359,3.67E-05,0,0,4.57E-05,0,0,0.000179282,0,0,0,0.000212217,0.000219365,0,0.002485067,0.000253255,0.001306926,0.009587302,0.000403666,0.000701161,0.000185232,0,0.000299202,0.000329089,0.002537535,0,0.001612193,0.000269307
666,Group3E,0.006147541,0.059016393,76.178785,0.0368,0.04886,0.157,0.0033,0.000271537,0.000309458,0.004555668,0.000178565,0.00010229,0.000310544,0.000112133,0.007369463,0.005527097,0,0.000104473,0,0,0.001356651,0.004019707,0.002240987,0,0,0.000107652,0,0.000209409,3.60E-05,6.31E-05,0.001356651,0,0,0,8.81E-05,0,0,0.00028459,0,0,0.00019086,0.000122539,0,0,0,6.12E-05,8.00E-05,0.004220692,0.000428769,0.001587784,0.007771433,0.000455567,0.000502463,0.000197796,0,0.000178798,0.000924533,0.003279411,0.000152498,0.001828967,0.000193993
667,Group3E,0.006147541,0.059016393,76.4477795,0.038,0.05699,0.09939,-0.0081,0.00012385,0.000167287,0.006985148,0.000275656,0.000245395,0,0,0.008119101,0.00621406,0,0.000260245,0,0,0.002009364,0.006032628,0.003311142,0,0,0,0,0.000517082,0,0.000114559,0.001995757,0,0,0.000155237,0.000220149,0,0,0.000321694,0,0,0.000342642,0.000161575,0,0,0,0,0.000180847,0.007484087,0.000313867,0.001451459,0.009434486,0.000816446,0.000458117,8.78E-05,0,0.000187402,0.000300403,0.004299948,0.000336044,0.002893847,0.000239338
668,Group3E,0.007017544,0.05745614,66.867887,0.04206,0.04369,0.09355,-2.00E-04,0.000336392,0.000354897,0.005428003,0.000203074,0.000131773,0.000494135,0.000112648,0.009246323,0.007112556,0,0.00019079,0,0,0.001987772,0.004304968,0.002504368,0,0,0.000188779,0,0.000286286,0,6.40E-05,0.001355129,0,0,0,0.000124624,0,0,0.000550287,3.06E-05,0,0.000214077,0.00013963,0,0,0.000153663,9.32E-05,0.000116258,0.005128527,0.000294362,0.000887198,0.012989773,0.000587722,0.00064013,0.000102297,0,0.000147922,0.000228459,0.003634891,0.000158965,0.001946594,0.000198602
669,Group3E,0.006637168,0.055752212,66.774955,0.03676,0.04787,0.1236,0.0044,0.000180881,0.000185827,0.006490479,0.000272717,6.36E-05,0.000453109,0.000165676,0.010572542,0.006408838,0,0.000194342,0,0,0.001510363,0.005469964,0.002877854,3.90E-05,0,0.000116359,0,0.000362909,0,9.36E-05,0.001849174,0,0,0,0.000202796,0,0,0.000276322,0,0,0.00023928,0.000216716,0,0,0.000161173,0.000178837,0.000139263,0.005510784,0.000303091,0.001016434,0.009429564,0.00065313,0.000644966,0.000177403,0,0.000116276,0.000165672,0.003645282,0.000184832,0.002490058,0.000278129
670,Group3E,0.006584362,0.056378601,64.06869,0.03622,0.05014,0.1016,-0.0077,0.000467229,0.000512812,0.005356038,0.00022827,0.000143746,0.000220123,0.000199201,0.009078675,0.004216456,0,0.000139321,0,0,0.001154777,0.004292428,0.002370332,7.98E-05,0,0.000102266,0,0.000226198,0,4.13E-05,0.001451069,0,0,0,9.31E-05,0,0,0.000433041,0,0,0.000240513,9.52E-05,0,0,4.96E-05,4.52E-05,8.61E-05,0.004216456,0.000357045,0.001226951,0.010256244,0.000448236,0.000744527,0.000275672,0,7.13E-05,0.000539402,0.002955318,0.000126904,0.001903103,0.000202461
696,Group9,0.005990783,0.055760369,63.7626865,0.0363,0.04526,0.2225,0.0029,0.000241014,0.000362168,0.006112067,0.000179692,7.15E-05,0.001003474,0,0.012041684,0.006340129,0,0.000128355,0.000606645,0,0.002549735,0.005199818,0.002814287,0,0,0.00016979,0,0.000189026,0,4.21E-05,0.001756079,0,0,0,9.98E-05,0,0,0.00042166,0,0,0.000209241,0.000154004,0,0,0.000185802,0.000172815,0.000100092,0.005701555,0.000246121,0.000743483,0.012360971,0.000538227,0.000675064,0.000100217,0,0.000175547,0,0.003352514,0.000191569,0.002490439,0.00018853
697,Group9,0.005439331,0.058577406,74.06804,0.03546,0.04469,0.08632,0.002,0.000179096,0.000141925,0.004958712,0.000146298,6.84E-05,0.00039812,0.000367864,0.00958124,0.004706574,0,3.98E-05,0,0,0.002273443,0.004147669,0.00230286,0,0,3.62E-05,0,0.000163451,0,3.28E-05,0.001306915,0,0,0.000101717,4.58E-05,0,0,0.000262357,0,0,0.000197184,9.23E-05,0,0,0.000174894,0.000174736,4.05E-05,0.002601223,0.000349745,0.002155779,0.010085516,0.000327831,0.00062194,7.60E-05,0,0.000225882,0.000176739,0.003042464,5.04E-05,0.001870023,0.000186748
698,Group9,0.005825243,0.054854369,65.13987,0.03607,0.04467,0.116,-0.0014,0.000183621,0.000383762,0.004629602,5.05E-05,0,0.001140173,0.000514742,0.013155838,0.007016447,0,0,0,0,0.003790134,0.003965545,0.001904464,5.84E-05,0,4.98E-05,0,0,0,0,0.001077526,0,0,0.00017505,0,0,0,0.000452795,0,0,0.000131205,5.26E-05,0,0,8.86E-05,8.61E-05,5.01E-05,0.001315584,0.000431812,0.000657792,0.013281132,0.000163835,0.000594132,0.000125921,0,0.000321222,0,0.002142522,0,0.001415819,0.000172528
699,Group9,0.007207207,0.05990991,72.4044545,0.03528,0.05251,0.1866,0.0048,0.000260141,0.000303628,0.002419561,0,8.39E-05,0.000888621,0,0.009803809,0.007582256,0,0,0,0,0.001854514,0.001912467,0.00089828,0,0,0.000137903,4.73E-05,0.000367136,0,0,0.000473955,0,0,0.000362711,0,0,0,0.000589194,0,0,8.42E-05,0,0,0,7.71E-05,8.26E-05,0,0.000608512,0.000453952,0.002047692,0.009127684,4.31E-05,0.000531241,0.000290154,0,0.000292539,0.000109047,0.000999699,0,0.000502264,4.28E-05
700,Group9,0.005833333,0.055416667,70.756555,0.0319,0.05237,0.05283,6.00E-04,0.000115822,5.33E-05,0.004319682,0.000101475,0.000190248,0.00075583,0.000206883,0.013009434,0.008795111,0,3.82E-05,0,0.000394542,0.001868961,0.003655468,0.001997223,0.000203976,0,0.00018946,0,0.00019161,0,0,0.00110855,0,0,0.000125457,0,0,0,0.000137851,0,0,0.000160122,0,0,0,0.000133502,0.000133119,0,0.002647695,0.00033334,0.001415463,0.008062185,0.000304626,0.000613825,0.000222833,0,0.000231627,0.000746668,0.002221682,0,0.001589533,0.000195319
