"filename","MouseID","Treatmentgroup","status","DPI","organ","well_position","plate","mass_400","mass_500","mass_600","mass_700","mass_800"
"X651_Group3B_70dpi_RV_top_301_B_E3_P137.mzXML",651,"Group3B","infected","70dpi","RV_top","E3","P137",0.001592243,0.005491701,0.000382653,0.001655079,0.000231706
"X652_Group3B_70dpi_RV_top_302_B_E4_P137.mzXML",652,"Group3B","infected","70dpi","RV_top","E4","P137",0.001470859,0.004621542,0.000464661,0.00198,0.001046106
"X653_Group3B_70dpi_RV_top_303_B_E5_P137.mzXML",653,"Group3B","infected","70dpi","RV_top","E5","P137",0.001358633,0.004563221,0.000117611,0.00044719,0
"X654_Group3B_70dpi_RV_top_304_B_E6_P137.mzXML",654,"Group3B","infected","70dpi","RV_top","E6","P137",0.001028717,0.002637141,4.09e-05,0,0
"X655_Group3B_70dpi_RV_top_305_B_E7_P137.mzXML",655,"Group3B","infected","70dpi","RV_top","E7","P137",0.002298434,0.004844629,0.000291734,0.00224,0.000898495
"X736_Group3B_70dpi_RV_top_306_B_E8_P137.mzXML",736,"Group3B","infected","70dpi","RV_top","E8","P137",0.00093676,0.00380873,0.000210414,0.0005326,0
"X737_Group3B_70dpi_RV_top_307_B_E9_P137.mzXML",737,"Group3B","infected","70dpi","RV_top","E9","P137",0.002227987,0.00312,0.000199723,0.000670525,0.000306096
"X738_Group3B_70dpi_RV_top_308_B_E10_P137.mzXML",738,"Group3B","infected","70dpi","RV_top","E10","P137",0.000606556,0.005021298,0,0.00053268,0
"X739_Group3B_70dpi_RV_top_309_B_E11_P137.mzXML",739,"Group3B","infected","70dpi","RV_top","E11","P137",0.000775765,0.004576115,7.02e-05,0.001908532,7.03e-05
"X740_Group3B_70dpi_RV_top_310_B_E12_P137.mzXML",740,"Group3B","infected","70dpi","RV_top","E12","P137",0.001316925,0.006890224,0.00015634,0.00016198,0.000186334
"X581_Group3E_142dpi_RV_top_176_G_B4_P136.mzXML",581,"Group3E","infected","142dpi","RV_top","B4","P136",0.002105318,0.004538325,0,0,0
"X582_Group3E_142dpi_RV_top_177_G_B5_P136.mzXML",582,"Group3E","infected","142dpi","RV_top","B5","P136",0.000973754,0.004393339,0,0,0
"X583_Group3E_142dpi_RV_top_178_G_B6_P136.mzXML",583,"Group3E","infected","142dpi","RV_top","B6","P136",0.000462391,0.002073038,0,0.000189585,0
"X584_Group3E_142dpi_RV_top_179_G_B7_P136.mzXML",584,"Group3E","infected","142dpi","RV_top","B7","P136",0.000123065,0.000592476,0,0,0
"X585_Group3E_142dpi_RV_top_180_G_B8_P136.mzXML",585,"Group3E","infected","142dpi","RV_top","B8","P136",4.84e-05,0.001140661,0,0,0
"X666_Group3E_142dpi_RV_top_201_G_D5_P136.mzXML",666,"Group3E","infected","142dpi","RV_top","D5","P136",0.000636423,0.003249991,0,5.76e-05,0
"X667_Group3E_142dpi_RV_top_202_G_D6_P136.mzXML",667,"Group3E","infected","142dpi","RV_top","D6","P136",0.000671128,0.002769636,0,0.000393872,0
"X668_Group3E_142dpi_RV_top_203_G_D7_P136.mzXML",668,"Group3E","infected","142dpi","RV_top","D7","P136",0.000430006,0.00245932,0,0,0
"X669_Group3E_142dpi_RV_top_204_G_D8_P136.mzXML",669,"Group3E","infected","142dpi","RV_top","D8","P136",0.001096215,0.004951822,0,0.000244456,0
"X670_Group3E_142dpi_RV_top_205_G_D9_P136.mzXML",670,"Group3E","infected","142dpi","RV_top","D9","P136",0.000394392,0.002460555,0,0,0
"X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML",751,"Group3E","infected","142dpi","RV_top","F6","P136",0.00284146,0.008887495,0,0.001924834,0.000724215
"X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML",752,"Group3E","infected","142dpi","RV_top","F7","P136",0.000664903,0.003959735,0,0.00058852,0.000102253
"X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML",753,"Group3E","infected","142dpi","RV_top","F8","P136",0.00109501,0.007112991,0,0.000477194,0
"X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML",754,"Group3E","infected","142dpi","RV_top","F9","P136",0.00038439,0.002200604,0,0,0
"X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML",755,"Group3E","infected","142dpi","RV_top","F10","P136",0.000501509,0.001814986,0,0.000190467,0
