	SubjectID1	SubjectID2	Group1	Group2	Distance
73	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML	Group1C	Group1C	0.3220869566488697
74	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML	Group1C	Group1C	0.24442250350276265
75	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	Group1C	Group1C	0.24657602995213937
76	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	Group1C	Group1C	0.3890730102839703
77	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	Group1C	Group1C	0.23912001034768002
78	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X511_Group1C_142dpi_RV_top_161_G_A1_P136.mzXML	Group1C	Group1C	0.27091080953671626
79	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X512_Group1C_142dpi_RV_top_162_G_A2_P136.mzXML	Group1C	Group1C	0.2818009399972951
80	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X513_Group1C_142dpi_RV_top_163_G_A3_P136.mzXML	Group1C	Group1C	0.2049159110005177
81	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X514_Group1C_142dpi_RV_top_164_G_A4_P136.mzXML	Group1C	Group1C	0.3031641139908027
82	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X515_Group1C_142dpi_RV_top_165_G_A5_P136.mzXML	Group1C	Group1C	0.24458902895033727
83	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X531_Group1C_142dpi_RV_top_166_G_A6_P136.mzXML	Group1C	Group1C	0.32292466821440147
84	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X532_Group1C_142dpi_RV_top_167_G_A7_P136.mzXML	Group1C	Group1C	0.3184126573661857
85	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X533_Group1C_142dpi_RV_top_168_G_A8_P136.mzXML	Group1C	Group1C	0.2921519201017729
86	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X534_Group1C_142dpi_RV_top_169_G_A9_P136.mzXML	Group1C	Group1C	0.231652173981913
87	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X535_Group1C_142dpi_RV_top_170_G_A10_P136.mzXML	Group1C	Group1C	0.2205943296621973
88	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X551_Group1C_142dpi_RV_top_171_G_A11_P136.mzXML	Group1C	Group1C	0.3297052325210907
89	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X552_Group1C_142dpi_RV_top_172_G_A12_P136.mzXML	Group1C	Group1C	0.2704695790869208
90	X554_Group1C_142dpi_RV_top_174_G_B2_P136.mzXML	X553_Group1C_142dpi_RV_top_173_G_B1_P136.mzXML	Group1C	Group1C	0.24745021213683613
