"filename","MouseID","Treatmentgroup","DPI","organ","well_position","plate","CAR_mid_chain","CAR_long_chain"
"X719_Group15_142dpi_RV_top_219_G_E11_P136.mzXML",719,"BNZ",142,"RV_top","E11","P136",0,0
"X720_Group15_142dpi_RV_top_220_G_E12_P136.mzXML",720,"BNZ",142,"RV_top","E12","P136",0,0.000167597
"X751_Group3E_142dpi_RV_top_226_G_F6_P136.mzXML",751,"infected",142,"RV_top","F6","P136",0,0.001202458
"X752_Group3E_142dpi_RV_top_227_G_F7_P136.mzXML",752,"infected",142,"RV_top","F7","P136",0,0.000576867
"X753_Group3E_142dpi_RV_top_228_G_F8_P136.mzXML",753,"infected",142,"RV_top","F8","P136",0,0.000705598
"X754_Group3E_142dpi_RV_top_229_G_F9_P136.mzXML",754,"infected",142,"RV_top","F9","P136",0,4.27e-05
"X755_Group3E_142dpi_RV_top_230_G_F10_P136.mzXML",755,"infected",142,"RV_top","F10","P136",0,0.000333156
"X781_Group9_142dpi_RV_top_231_G_F11_P136.mzXML",781,"combo",142,"RV_top","F11","P136",0,0.000574648
"X782_Group9_142dpi_RV_top_232_G_F12_P136.mzXML",782,"combo",142,"RV_top","F12","P136",0,6.43e-05
"X783_Group9_142dpi_RV_top_233_G_G1_P136.mzXML",783,"combo",142,"RV_top","G1","P136",0,0.0001055
"X784_Group9_142dpi_RV_top_234_G_G2_P136.mzXML",784,"combo",142,"RV_top","G2","P136",0,0.000364345
"X785_Group9_142dpi_RV_top_235_G_G3_P136.mzXML",785,"combo",142,"RV_top","G3","P136",0,0.000519554
"X801_Group15_142dpi_RV_top_241_G_G9_P136.mzXML",801,"BNZ",142,"RV_top","G9","P136",0,0
"X802_Group15_142dpi_RV_top_242_G_G10_P136.mzXML",802,"BNZ",142,"RV_top","G10","P136",0,8.66e-05
"X803_Group15_142dpi_RV_top_243_G_G11_P136.mzXML",803,"BNZ",142,"RV_top","G11","P136",0,0.000223127
"X804_Group15_142dpi_RV_top_244_G_G12_P136.mzXML",804,"BNZ",142,"RV_top","G12","P136",0,0.000480735
"X805_Group15_142dpi_RV_top_245_G_H1_P136.mzXML",805,"BNZ",142,"RV_top","H1","P136",0,0.000168202
